,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2011-01-01 00:00:00,2011.0,1.0,1.0,0.0,8.352,320.575583333,9.67875,98834.8813333,270.2915,1.26166666667
2011-01-01 01:00:00,2011.0,1.0,1.0,1.0,8.15725,324.137333333,9.13283333333,98925.064,269.784583333,1.26608333333
2011-01-01 02:00:00,2011.0,1.0,1.0,2.0,7.46625,325.4695,7.10875,98993.504,269.023416667,1.26983333333
2011-01-01 03:00:00,2011.0,1.0,1.0,3.0,6.7895,324.195833333,5.40608333333,99054.844,268.646333333,1.27216666667
2011-01-01 04:00:00,2011.0,1.0,1.0,4.0,7.27891666667,318.520833333,6.659,99132.664,268.276,1.27516666667
2011-01-01 05:00:00,2011.0,1.0,1.0,5.0,7.035,320.339083333,6.06041666667,99215.6746667,267.921,1.27783333333
2011-01-01 06:00:00,2011.0,1.0,1.0,6.0,5.79891666667,312.931666667,3.303,99288.3106667,267.741916667,1.27933333333
2011-01-01 07:00:00,2011.0,1.0,1.0,7.0,5.99791666667,309.346916667,3.66425,99356.748,267.514916667,1.28091666667
2011-01-01 08:00:00,2011.0,1.0,1.0,8.0,5.6985,305.344,3.132,99419.9993333,267.697166667,1.282
2011-01-01 09:00:00,2011.0,1.0,1.0,9.0,5.9055,308.752333333,3.49691666667,99476.534,268.46525,1.28058333333
2011-01-01 10:00:00,2011.0,1.0,1.0,10.0,6.09383333333,313.650666667,3.82883333333,99498.432,269.47975,1.27683333333
2011-01-01 11:00:00,2011.0,1.0,1.0,11.0,5.47466666667,312.941083333,2.7045,99508.3506667,270.444333333,1.27258333333
2011-01-01 12:00:00,2011.0,1.0,1.0,12.0,5.21508333333,301.498666667,2.23625,99517.124,271.404416667,1.26816666667
2011-01-01 13:00:00,2011.0,1.0,1.0,13.0,5.62108333333,298.72325,2.94491666667,99527.4233333,272.219166667,1.2645
2011-01-01 14:00:00,2011.0,1.0,1.0,14.0,5.44825,295.543,2.62958333333,99544.7433333,272.7325,1.26183333333
2011-01-01 15:00:00,2011.0,1.0,1.0,15.0,5.29941666667,292.280166667,2.36266666667,99548.6333333,272.845666667,1.26025
2011-01-01 16:00:00,2011.0,1.0,1.0,16.0,4.8085,283.510166667,1.67983333333,99541.8406667,271.594916667,1.26
