,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2012-01-01 00:00:00,2012.0,1.0,1.0,0.0,6.98,88.9903333333,3.63266666667,94782.102,274.179833333,1.18491666667
2012-01-01 01:00:00,2012.0,1.0,1.0,1.0,6.29091666667,93.19675,2.6495,94805.2213333,274.12675,1.18475
2012-01-01 02:00:00,2012.0,1.0,1.0,2.0,6.43733333333,92.4108333333,2.84275,94805.6006667,273.984416667,1.18383333333
2012-01-01 03:00:00,2012.0,1.0,1.0,3.0,7.23991666667,91.4361666667,4.049,94830.8566667,273.867833333,1.18375
2012-01-01 04:00:00,2012.0,1.0,1.0,4.0,8.12358333333,89.9975833333,5.64475,94866.8693333,273.834916667,1.18466666667
2012-01-01 05:00:00,2012.0,1.0,1.0,5.0,8.86466666667,89.3511666667,7.00708333333,94890.8253333,274.17125,1.185
2012-01-01 06:00:00,2012.0,1.0,1.0,6.0,9.1815,89.9943333333,7.58733333333,94914.63,274.296916667,1.185
2012-01-01 07:00:00,2012.0,1.0,1.0,7.0,9.14341666667,90.2715833333,7.51675,94931.722,274.331166667,1.185
2012-01-01 08:00:00,2012.0,1.0,1.0,8.0,8.93383333333,92.8354166667,7.13641666667,94968.572,274.376916667,1.18558333333
2012-01-01 09:00:00,2012.0,1.0,1.0,9.0,9.08425,96.21625,7.41166666667,94982.9146667,274.744666667,1.1855
2012-01-01 10:00:00,2012.0,1.0,1.0,10.0,8.95883333333,98.3811666667,7.17716666667,94977.1926667,275.27225,1.18425
2012-01-01 11:00:00,2012.0,1.0,1.0,11.0,9.02683333333,97.8246666667,7.29541666667,94965.3666667,275.860166667,1.183
2012-01-01 12:00:00,2012.0,1.0,1.0,12.0,9.47675,98.5579166667,8.03208333333,94934.084,276.07925,1.18141666667
2012-01-01 13:00:00,2012.0,1.0,1.0,13.0,9.75808333333,100.338083333,8.38608333333,94896.0126667,276.057416667,1.17941666667
2012-01-01 14:00:00,2012.0,1.0,1.0,14.0,10.0475833333,101.096833333,8.75316666667,94842.374,275.783583333,1.17875
2012-01-01 15:00:00,2012.0,1.0,1.0,15.0,10.0051666667,100.975166667,8.69908333333,94798.6573333,275.35175,1.17866666667
2012-01-01 16:00:00,2012.0,1.0,1.0,16.0,9.8555,101.534833333,8.50691666667,94779.888,274.739833333,1.17808333333
2012-01-01 17:00:00,2012.0,1.0,1.0,17.0,9.80025,99.8915,8.43191666667,94754.024,274.700833333,1.17716666667
2012-01-01 18:00:00,2012.0,1.0,1.0,18.0,9.55566666667,98.0363333333,8.11083333333,94717.478,274.71075,1.17483333333
2012-01-01 19:00:00,2012.0,1.0,1.0,19.0,9.02866666667,97.5525,7.25133333333,94673.8373333,274.669416667,1.174
2012-01-01 20:00:00,2012.0,1.0,1.0,20.0,8.49125,97.908,6.27408333333,94647.284,274.759333333,1.17383333333
2012-01-01 21:00:00,2012.0,1.0,1.0,21.0,8.2025,100.913,5.74641666667,94628.2846667,274.4915,1.174
2012-01-01 22:00:00,2012.0,1.0,1.0,22.0,7.8975,108.647416667,5.18216666667,94602.8793333,274.3395,1.17366666667
2012-01-01 23:00:00,2012.0,1.0,1.0,23.0,7.73066666667,113.587916667,4.869,94554.2813333,274.3955,1.1725
2012-01-02 00:00:00,2012.0,1.0,2.0,0.0,7.27383333333,113.766666667,4.05066666667,94512.086,274.37,1.172
2012-01-02 01:00:00,2012.0,1.0,2.0,1.0,6.82658333333,112.3555,3.36666666667,94457.3806667,274.397666667,1.17108333333
2012-01-02 02:00:00,2012.0,1.0,2.0,2.0,6.48366666667,115.422833333,2.85883333333,94400.4646667,274.211083333,1.169
2012-01-02 03:00:00,2012.0,1.0,2.0,3.0,6.30883333333,121.557166667,2.59433333333,94362.85,274.518666667,1.166
2012-01-02 04:00:00,2012.0,1.0,2.0,4.0,6.15808333333,125.369416667,2.40083333333,94315.546,274.762166667,1.16333333333
2012-01-02 05:00:00,2012.0,1.0,2.0,5.0,5.92566666667,128.873,2.13941666667,94268.016,274.837333333,1.1615
2012-01-02 06:00:00,2012.0,1.0,2.0,6.0,5.36958333333,137.619916667,1.52775,94211.0986667,275.111916667,1.1595
2012-01-02 07:00:00,2012.0,1.0,2.0,7.0,4.39291666667,151.127166667,0.72425,94161.5066667,275.0955,1.159
2012-01-02 08:00:00,2012.0,1.0,2.0,8.0,3.434,165.726416667,0.192166666667,94146.4726667,275.743333333,1.15991666667
