,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2009-01-01 00:00:00,2009.0,1.0,1.0,0.0,9.60908333333,169.517083333,12.9073333333,99315.536,271.642083333,1.24758333333
2009-01-01 01:00:00,2009.0,1.0,1.0,1.0,10.6936666667,170.303083333,14.9080833333,99247.402,271.525333333,1.25041666667
2009-01-01 02:00:00,2009.0,1.0,1.0,2.0,10.1590833333,171.666416667,14.0815833333,99187.66,271.448666667,1.251
2009-01-01 03:00:00,2009.0,1.0,1.0,3.0,10.39575,174.123583333,14.5091666667,99101.3686667,271.401416667,1.2515
2009-01-01 04:00:00,2009.0,1.0,1.0,4.0,11.30825,176.38675,15.488,99007.0666667,271.2015,1.25216666667
2009-01-01 05:00:00,2009.0,1.0,1.0,5.0,11.3071666667,176.517083333,15.504,98930.3873333,271.094083333,1.253
2009-01-01 06:00:00,2009.0,1.0,1.0,6.0,10.9581666667,175.163166667,15.17475,98871.8673333,270.839916667,1.253
2009-01-01 07:00:00,2009.0,1.0,1.0,7.0,11.4470833333,175.31175,15.6134166667,98804.5733333,270.643,1.25308333333
2009-01-01 08:00:00,2009.0,1.0,1.0,8.0,11.813,178.653916667,15.7270833333,98736.5193333,271.70525,1.25166666667
2009-01-01 09:00:00,2009.0,1.0,1.0,9.0,9.34991666667,180.751666667,12.1939166667,98710.5046667,273.496666667,1.24641666667
2009-01-01 10:00:00,2009.0,1.0,1.0,10.0,8.337,183.93125,9.38308333333,98639.3213333,275.187916667,1.23916666667
2009-01-01 11:00:00,2009.0,1.0,1.0,11.0,7.86891666667,181.184583333,7.97058333333,98557.532,276.823666667,1.23125
2009-01-01 12:00:00,2009.0,1.0,1.0,12.0,8.27625,185.702833333,9.14908333333,98445.5306667,278.34425,1.22316666667
2009-01-01 13:00:00,2009.0,1.0,1.0,13.0,6.06416666667,189.196166667,3.61666666667,98433.7826667,279.587833333,1.21716666667
2009-01-01 14:00:00,2009.0,1.0,1.0,14.0,5.73691666667,191.245333333,3.0015,98412.0373333,280.19625,1.21333333333
2009-01-01 15:00:00,2009.0,1.0,1.0,15.0,4.88325,195.039416667,1.6675,98401.1273333,280.1385,1.21116666667
2009-01-01 16:00:00,2009.0,1.0,1.0,16.0,4.82475,201.483916667,1.59383333333,98392.3506667,277.466833333,1.21
2009-01-01 17:00:00,2009.0,1.0,1.0,17.0,4.5575,204.085083333,1.28858333333,98430.1193333,275.17075,1.20975
