,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2009-01-01 00:00:00,2009.0,1.0,1.0,0.0,10.277,265.050666667,12.6634166667,84204.37,275.361,1.0175
2009-01-01 01:00:00,2009.0,1.0,1.0,1.0,8.73266666667,276.340916667,9.04958333333,84226.798,272.9995,1.02
2009-01-01 02:00:00,2009.0,1.0,1.0,2.0,4.54016666667,331.103333333,0.998166666667,84252.0553333,270.5885,1.03841666667
2009-01-01 03:00:00,2009.0,1.0,1.0,3.0,2.516,195.447583333,0.0245,84252.666,270.310416667,1.03858333333
2009-01-01 04:00:00,2009.0,1.0,1.0,4.0,1.07683333333,158.856666667,0.0,84253.7366667,270.784666667,1.03433333333
2009-01-01 05:00:00,2009.0,1.0,1.0,5.0,0.83425,218.803666667,0.0,84295.3166667,270.263333333,1.0395
2009-01-01 06:00:00,2009.0,1.0,1.0,6.0,1.66833333333,136.998666667,0.0133333333333,84343.2293333,270.29525,1.04183333333
2009-01-01 07:00:00,2009.0,1.0,1.0,7.0,3.2515,119.37375,0.221416666667,84381.3026667,269.90425,1.04166666667
2009-01-01 08:00:00,2009.0,1.0,1.0,8.0,3.03583333333,156.07325,0.115416666667,84415.0246667,272.78325,1.03983333333
2009-01-01 09:00:00,2009.0,1.0,1.0,9.0,3.45925,127.909166667,0.2565,84431.2746667,275.627666667,1.03808333333
2009-01-01 10:00:00,2009.0,1.0,1.0,10.0,3.09325,127.592083333,0.154333333333,84399.6126667,278.043166667,1.03733333333
2009-01-01 11:00:00,2009.0,1.0,1.0,11.0,3.26091666667,109.110166667,0.1905,84400.7566667,280.022,1.03891666667
2009-01-01 12:00:00,2009.0,1.0,1.0,12.0,4.05591666667,117.04025,0.632833333333,84382.5233333,280.39475,1.0395
2009-01-01 13:00:00,2009.0,1.0,1.0,13.0,5.87133333333,154.954666667,2.67841666667,84387.1006667,281.055333333,1.03675
2009-01-01 14:00:00,2009.0,1.0,1.0,14.0,6.20841666667,157.137083333,3.241,84351.318,280.93875,1.03366666667
2009-01-01 15:00:00,2009.0,1.0,1.0,15.0,7.53883333333,165.047833333,6.03933333333,84302.0326667,277.612833333,1.033
2009-01-01 16:00:00,2009.0,1.0,1.0,16.0,8.20383333333,175.086833333,7.85983333333,84279.982,273.58625,1.03541666667
2009-01-01 17:00:00,2009.0,1.0,1.0,17.0,7.88258333333,189.060583333,6.71766666667,84272.048,272.273916667,1.03175
2009-01-01 18:00:00,2009.0,1.0,1.0,18.0,6.91033333333,235.562833333,5.42516666667,84237.6353333,273.108,1.02866666667
2009-01-01 19:00:00,2009.0,1.0,1.0,19.0,6.62425,267.233833333,4.58966666667,84220.392,273.437,1.02708333333
2009-01-01 20:00:00,2009.0,1.0,1.0,20.0,6.50991666667,247.164,4.03141666667,84216.8833333,273.850833333,1.02808333333
2009-01-01 21:00:00,2009.0,1.0,1.0,21.0,5.91858333333,248.893666667,2.74958333333,84200.3306667,273.374416667,1.0265
2009-01-01 22:00:00,2009.0,1.0,1.0,22.0,6.37266666667,211.707833333,3.60075,84182.2466667,273.140083333,1.02775
