,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2007-01-01 00:00:00,2007.0,1.0,1.0,0.0,1.92591666667,131.640833333,0.0,95788.7633333,269.442583333,1.21366666667
2007-01-01 01:00:00,2007.0,1.0,1.0,1.0,1.61141666667,123.08925,0.0,95789.6013333,269.41075,1.21375
2007-01-01 02:00:00,2007.0,1.0,1.0,2.0,1.55458333333,128.78575,0.0,95776.6326667,269.226833333,1.214
2007-01-01 03:00:00,2007.0,1.0,1.0,3.0,1.4695,135.1035,0.0,95775.4113333,269.120333333,1.2135
2007-01-01 04:00:00,2007.0,1.0,1.0,4.0,1.55025,140.25425,0.0,95790.1366667,269.01075,1.21308333333
2007-01-01 05:00:00,2007.0,1.0,1.0,5.0,1.34908333333,140.304083333,0.0,95788.6093333,269.0225,1.21275
2007-01-01 06:00:00,2007.0,1.0,1.0,6.0,1.1,144.7515,0.0,95763.1286667,269.14425,1.21216666667
2007-01-01 07:00:00,2007.0,1.0,1.0,7.0,0.653083333333,158.0235,0.0,95735.3553333,269.379083333,1.21141666667
2007-01-01 08:00:00,2007.0,1.0,1.0,8.0,0.706416666667,169.8805,0.0,95721.6213333,270.24725,1.2095
2007-01-01 09:00:00,2007.0,1.0,1.0,9.0,0.779,180.041666667,0.0,95698.1246667,271.677583333,1.20775
2007-01-01 10:00:00,2007.0,1.0,1.0,10.0,0.719833333333,247.34775,0.0,95665.624,272.462916667,1.20491666667
2007-01-01 11:00:00,2007.0,1.0,1.0,11.0,1.71583333333,267.725666667,0.0,95624.044,273.511333333,1.20091666667
2007-01-01 12:00:00,2007.0,1.0,1.0,12.0,2.37158333333,276.998666667,0.0188333333333,95590.4713333,274.20375,1.19908333333
2007-01-01 13:00:00,2007.0,1.0,1.0,13.0,2.32325,264.124916667,0.0154166666667,95540.6506667,274.896583333,1.196
2007-01-01 14:00:00,2007.0,1.0,1.0,14.0,2.15458333333,254.9,0.00525,95468.3993333,274.967666667,1.19066666667
2007-01-01 15:00:00,2007.0,1.0,1.0,15.0,2.13733333333,301.011916667,0.0095,95423.2313333,274.113,1.18625
2007-01-01 16:00:00,2007.0,1.0,1.0,16.0,2.29116666667,313.505833333,0.01625,95397.2933333,273.932333333,1.18433333333
2007-01-01 17:00:00,2007.0,1.0,1.0,17.0,2.02725,306.777916667,0.00316666666667,95378.5233333,273.63575,1.18275
2007-01-01 18:00:00,2007.0,1.0,1.0,18.0,2.56241666667,291.955833333,0.0315,95354.9466667,273.167666667,1.17991666667
2007-01-01 19:00:00,2007.0,1.0,1.0,19.0,2.0805,271.724,0.00116666666667,95303.2173333,273.97825,1.17583333333
2007-01-01 20:00:00,2007.0,1.0,1.0,20.0,1.51808333333,260.772833333,0.0,95241.0393333,274.580166667,1.174
2007-01-01 21:00:00,2007.0,1.0,1.0,21.0,1.13308333333,267.57075,0.0,95182.2906667,274.549333333,1.17308333333
2007-01-01 22:00:00,2007.0,1.0,1.0,22.0,1.93791666667,219.188666667,0.0114166666667,95120.338,274.471416667,1.17266666667
2007-01-01 23:00:00,2007.0,1.0,1.0,23.0,2.69108333333,211.192583333,0.04025,95078.3766667,274.837166667,1.17083333333
2007-01-02 00:00:00,2007.0,1.0,2.0,0.0,1.67533333333,241.561416667,0.00325,95031.4526667,275.15425,1.16983333333
2007-01-02 01:00:00,2007.0,1.0,2.0,1.0,2.35066666667,341.735666667,0.0309166666667,94986.5913333,274.367916667,1.16825
2007-01-02 02:00:00,2007.0,1.0,2.0,2.0,2.7495,339.617833333,0.04425,94922.122,274.505,1.16866666667
2007-01-02 03:00:00,2007.0,1.0,2.0,3.0,3.27458333333,305.967916667,0.25675,94886.1826667,274.502916667,1.16933333333
2007-01-02 04:00:00,2007.0,1.0,2.0,4.0,4.87716666667,292.887416667,1.42775,94855.2073333,274.21875,1.16716666667
2007-01-02 05:00:00,2007.0,1.0,2.0,5.0,4.79458333333,296.485833333,1.33783333333,94809.5086667,274.034333333,1.16716666667
2007-01-02 06:00:00,2007.0,1.0,2.0,6.0,4.827,287.386833333,1.36875,94745.346,274.074916667,1.16408333333
2007-01-02 07:00:00,2007.0,1.0,2.0,7.0,5.24383333333,274.939333333,1.83016666667,94689.648,274.467416667,1.15725
2007-01-02 08:00:00,2007.0,1.0,2.0,8.0,4.78541666667,275.8725,1.31075,94654.8573333,275.548916667,1.15533333333
2007-01-02 09:00:00,2007.0,1.0,2.0,9.0,6.23758333333,266.359166667,3.3675,94608.5433333,277.453166667,1.15408333333
2007-01-02 10:00:00,2007.0,1.0,2.0,10.0,9.20166666667,248.518166667,9.97108333333,94540.8673333,280.766166667,1.14883333333
2007-01-02 11:00:00,2007.0,1.0,2.0,11.0,9.897,247.788,11.3945833333,94460.6013333,283.14675,1.14533333333
2007-01-02 12:00:00,2007.0,1.0,2.0,12.0,9.68225,238.451833333,10.4608333333,94420.7006667,284.301166667,1.14266666667
2007-01-02 13:00:00,2007.0,1.0,2.0,13.0,6.295,246.153166667,3.38291666667,94399.7986667,283.388166667,1.14366666667
2007-01-02 14:00:00,2007.0,1.0,2.0,14.0,8.97766666667,226.53975,9.17975,94267.504,282.748333333,1.14216666667
2007-01-02 15:00:00,2007.0,1.0,2.0,15.0,15.7874166667,222.0255,13.9844166667,94127.7266667,281.86175,1.14025
2007-01-02 16:00:00,2007.0,1.0,2.0,16.0,13.4006666667,247.360166667,13.0864166667,94038.69,280.887833333,1.14283333333
2007-01-02 17:00:00,2007.0,1.0,2.0,17.0,14.6429166667,263.988666667,13.96375,94052.268,281.020166667,1.147
2007-01-02 18:00:00,2007.0,1.0,2.0,18.0,12.89125,263.69225,13.7424166667,94021.2133333,280.940666667,1.14841666667
2007-01-02 19:00:00,2007.0,1.0,2.0,19.0,12.6685833333,268.207916667,13.4489166667,94020.2973333,280.468666667,1.151
2007-01-02 20:00:00,2007.0,1.0,2.0,20.0,14.881,273.906333333,14.0,94070.726,279.98875,1.15408333333
2007-01-02 21:00:00,2007.0,1.0,2.0,21.0,11.8095,272.836416667,13.7296666667,94111.0866667,279.718916667,1.15566666667
2007-01-02 22:00:00,2007.0,1.0,2.0,22.0,10.6881666667,272.5205,12.7645833333,94071.646,279.657833333,1.15516666667
2007-01-02 23:00:00,2007.0,1.0,2.0,23.0,11.1344166667,269.515583333,13.22175,94016.1806667,279.47175,1.15516666667
2007-01-03 00:00:00,2007.0,1.0,3.0,0.0,7.7505,308.02325,6.47441666667,93958.1193333,278.574666667,1.16033333333
2007-01-03 01:00:00,2007.0,1.0,3.0,1.0,7.64916666667,321.924,6.26841666667,93892.1986667,277.459083333,1.163
2007-01-03 02:00:00,2007.0,1.0,3.0,2.0,5.89566666667,324.468166667,2.78275,93816.284,277.089333333,1.16316666667
2007-01-03 03:00:00,2007.0,1.0,3.0,3.0,4.97108333333,328.742666667,1.52566666667,93736.328,276.98825,1.163
2007-01-03 04:00:00,2007.0,1.0,3.0,4.0,5.10766666667,330.99475,1.674,93688.9453333,276.96525,1.16283333333
2007-01-03 05:00:00,2007.0,1.0,3.0,5.0,5.88875,329.368,2.78458333333,93656.746,276.957666667,1.16208333333
2007-01-03 06:00:00,2007.0,1.0,3.0,6.0,7.60491666667,330.137083333,6.14108333333,93635.6913333,276.831916667,1.16408333333
2007-01-03 07:00:00,2007.0,1.0,3.0,7.0,5.28475,297.657083333,1.96775,93630.4253333,276.694166667,1.16241666667
2007-01-03 08:00:00,2007.0,1.0,3.0,8.0,6.21283333333,269.124333333,3.27175,93662.01,276.6545,1.16258333333
2007-01-03 09:00:00,2007.0,1.0,3.0,9.0,5.65683333333,273.173666667,2.4535,93684.2146667,277.0395,1.16441666667
2007-01-03 10:00:00,2007.0,1.0,3.0,10.0,6.59091666667,278.5765,3.97625,93724.728,277.392166667,1.16466666667
2007-01-03 11:00:00,2007.0,1.0,3.0,11.0,5.77383333333,281.962333333,2.59575,93738.1573333,278.328166667,1.16291666667
2007-01-03 12:00:00,2007.0,1.0,3.0,12.0,5.973,269.954666667,2.92041666667,93672.7006667,279.33125,1.15858333333
2007-01-03 13:00:00,2007.0,1.0,3.0,13.0,7.91283333333,249.407333333,6.853,93704.2146667,279.283916667,1.15866666667
