,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2010-01-01 00:00:00,2010.0,1.0,1.0,0.0,4.74233333333,192.0405,0.979166666667,93661.6546667,275.1575,1.15183333333
2010-01-01 01:00:00,2010.0,1.0,1.0,1.0,5.25225,189.278166667,1.40875,93647.5413333,275.2715,1.15183333333
2010-01-01 02:00:00,2010.0,1.0,1.0,2.0,5.657,184.493416667,1.8285,93633.424,275.27925,1.15116666667
2010-01-01 03:00:00,2010.0,1.0,1.0,3.0,5.48325,180.597166667,1.63941666667,93632.1213333,274.944,1.15116666667
2010-01-01 04:00:00,2010.0,1.0,1.0,4.0,4.58408333333,199.520333333,0.86225,93643.3366667,275.657833333,1.15016666667
2010-01-01 05:00:00,2010.0,1.0,1.0,5.0,4.40408333333,202.239083333,0.712,93623.9566667,274.975333333,1.14883333333
2010-01-01 06:00:00,2010.0,1.0,1.0,6.0,4.20341666667,196.154416667,0.56975,93617.1653333,274.866166667,1.14925
2010-01-01 07:00:00,2010.0,1.0,1.0,7.0,4.14558333333,181.096666667,0.549833333333,93618.232,274.768166667,1.15158333333
2010-01-01 08:00:00,2010.0,1.0,1.0,8.0,4.70725,203.734333333,0.9525,93655.392,275.431083333,1.15141666667
2010-01-01 09:00:00,2010.0,1.0,1.0,9.0,4.82708333333,217.965583333,1.06566666667,93639.0653333,277.123666667,1.1515
2010-01-01 10:00:00,2010.0,1.0,1.0,10.0,3.51541666667,223.34825,0.446166666667,93613.1213333,278.558916667,1.15191666667
2010-01-01 11:00:00,2010.0,1.0,1.0,11.0,1.05008333333,269.646,0.00183333333333,93604.654,279.708916667,1.151
2010-01-01 12:00:00,2010.0,1.0,1.0,12.0,6.1785,246.898416667,3.07191666667,93599.8446667,280.222416667,1.14908333333
2010-01-01 13:00:00,2010.0,1.0,1.0,13.0,10.3651666667,240.6885,11.2129166667,93594.8866667,280.027416667,1.14816666667
2010-01-01 14:00:00,2010.0,1.0,1.0,14.0,8.01583333333,255.294416667,6.01816666667,93588.6293333,278.529666667,1.14808333333
2010-01-01 15:00:00,2010.0,1.0,1.0,15.0,5.7455,274.953,2.00333333333,93621.0546667,276.366916667,1.15166666667
2010-01-01 16:00:00,2010.0,1.0,1.0,16.0,8.75308333333,267.209583333,7.34266666667,93656.0053333,276.7595,1.15441666667
2010-01-01 17:00:00,2010.0,1.0,1.0,17.0,9.62733333333,248.382,9.495,93700.712,277.656166667,1.15566666667
2010-01-01 18:00:00,2010.0,1.0,1.0,18.0,6.96666666667,259.07425,3.63833333333,93780.0593333,276.926833333,1.15783333333
2010-01-01 19:00:00,2010.0,1.0,1.0,19.0,10.2645,263.858083333,10.71275,93847.738,276.857583333,1.16025
2010-01-01 20:00:00,2010.0,1.0,1.0,20.0,11.91825,269.163166667,12.6484166667,93835.2293333,275.635083333,1.16083333333
2010-01-01 21:00:00,2010.0,1.0,1.0,21.0,13.9438333333,268.705416667,13.9766666667,93906.5606667,276.55975,1.16116666667
2010-01-01 22:00:00,2010.0,1.0,1.0,22.0,12.7853333333,266.676416667,13.4155,93967.4466667,276.618416667,1.16258333333
2010-01-01 23:00:00,2010.0,1.0,1.0,23.0,12.8943333333,266.106583333,13.8213333333,94041.99,276.458,1.16433333333
2010-01-02 00:00:00,2010.0,1.0,2.0,0.0,13.01,269.152166667,13.8639166667,94101.274,276.262,1.16525
2010-01-02 01:00:00,2010.0,1.0,2.0,1.0,14.2400833333,269.405583333,13.92225,94193.6713333,276.280833333,1.16625
2010-01-02 02:00:00,2010.0,1.0,2.0,2.0,10.4229166667,262.938416667,11.4645833333,94198.2493333,276.231083333,1.16741666667
2010-01-02 03:00:00,2010.0,1.0,2.0,3.0,9.82233333333,260.910083333,9.98075,94250.592,275.933166667,1.16975
2010-01-02 04:00:00,2010.0,1.0,2.0,4.0,4.1135,254.881916667,0.935166666667,94374.11,273.939833333,1.17358333333
2010-01-02 05:00:00,2010.0,1.0,2.0,5.0,2.92641666667,263.218,0.168166666667,94427.3646667,274.914583333,1.173
2010-01-02 06:00:00,2010.0,1.0,2.0,6.0,4.25283333333,271.700083333,0.635083333333,94441.3306667,275.505,1.17275
2010-01-02 07:00:00,2010.0,1.0,2.0,7.0,7.05816666667,273.95825,4.0075,94486.88,276.169583333,1.17308333333
2010-01-02 08:00:00,2010.0,1.0,2.0,8.0,8.45058333333,269.088666667,6.61825,94531.9713333,276.265083333,1.174
2010-01-02 09:00:00,2010.0,1.0,2.0,9.0,9.17408333333,265.249666667,8.47025,94562.4893333,276.548333333,1.17341666667
2010-01-02 10:00:00,2010.0,1.0,2.0,10.0,8.44533333333,268.0165,6.687,94605.214,277.143833333,1.17433333333
2010-01-02 11:00:00,2010.0,1.0,2.0,11.0,7.221,282.187666667,4.15108333333,94639.4733333,277.784333333,1.174
2010-01-02 12:00:00,2010.0,1.0,2.0,12.0,6.52591666667,286.820666667,2.968,94672.888,277.9825,1.175
2010-01-02 13:00:00,2010.0,1.0,2.0,13.0,6.97458333333,280.750333333,3.68825,94686.6213333,277.8375,1.175
2010-01-02 14:00:00,2010.0,1.0,2.0,14.0,6.82883333333,277.081583333,3.45316666667,94678.5346667,276.984666667,1.175
2010-01-02 15:00:00,2010.0,1.0,2.0,15.0,6.62641666667,273.826416667,3.12866666667,94698.296,274.881,1.17566666667
2010-01-02 16:00:00,2010.0,1.0,2.0,16.0,6.32191666667,274.839,2.7005,94723.092,273.70025,1.17625
2010-01-02 17:00:00,2010.0,1.0,2.0,17.0,5.32575,271.7605,1.51641666667,94751.7046667,273.616,1.177
2010-01-02 18:00:00,2010.0,1.0,2.0,18.0,6.28791666667,280.272333333,2.6535,94756.208,273.704833333,1.177
2010-01-02 19:00:00,2010.0,1.0,2.0,19.0,5.26941666667,274.666583333,1.48758333333,94759.9466667,273.588583333,1.17775
2010-01-02 20:00:00,2010.0,1.0,2.0,20.0,4.73483333333,278.223916667,1.00208333333,94792.5986667,273.525333333,1.178
2010-01-02 21:00:00,2010.0,1.0,2.0,21.0,4.52341666667,305.231166667,0.830833333333,94796.87,273.859833333,1.17758333333
2010-01-02 22:00:00,2010.0,1.0,2.0,22.0,4.67025,315.2865,0.983583333333,94784.742,274.198166667,1.17508333333
2010-01-02 23:00:00,2010.0,1.0,2.0,23.0,1.68958333333,268.8445,0.0115833333333,94796.6433333,274.202166667,1.17658333333
2010-01-03 00:00:00,2010.0,1.0,3.0,0.0,0.948166666667,217.806083333,0.0,94805.0393333,273.88575,1.17941666667
2010-01-03 01:00:00,2010.0,1.0,3.0,1.0,1.1685,185.3045,0.0,94797.1026667,273.866333333,1.17825
2010-01-03 02:00:00,2010.0,1.0,3.0,2.0,1.62075,144.893916667,0.0,94771.3926667,273.851833333,1.17741666667
2010-01-03 03:00:00,2010.0,1.0,3.0,3.0,1.86591666667,123.154,0.00075,94759.8733333,274.18675,1.17791666667
2010-01-03 04:00:00,2010.0,1.0,3.0,4.0,2.93625,106.88575,0.108166666667,94766.7393333,274.260583333,1.17766666667
2010-01-03 05:00:00,2010.0,1.0,3.0,5.0,4.18133333333,127.564166667,0.576083333333,94764.908,274.652666667,1.17841666667
2010-01-03 06:00:00,2010.0,1.0,3.0,6.0,4.18258333333,132.863666667,0.579166666667,94752.472,274.918916667,1.17733333333
2010-01-03 07:00:00,2010.0,1.0,3.0,7.0,3.90075,124.115,0.43125,94741.028,275.07525,1.177
2010-01-03 08:00:00,2010.0,1.0,3.0,8.0,3.34191666667,105.827666667,0.156666666667,94751.864,275.053583333,1.177
2010-01-03 09:00:00,2010.0,1.0,3.0,9.0,3.64683333333,100.17975,0.306833333333,94751.3293333,275.707916667,1.1775
2010-01-03 10:00:00,2010.0,1.0,3.0,10.0,4.07475,101.670083333,0.523,94735.0806667,276.023916667,1.17925
2010-01-03 11:00:00,2010.0,1.0,3.0,11.0,4.68058333333,102.076,0.95925,94711.58,276.233666667,1.179
2010-01-03 12:00:00,2010.0,1.0,3.0,12.0,5.30733333333,105.416166667,1.50391666667,94691.82,276.288916667,1.17858333333
2010-01-03 13:00:00,2010.0,1.0,3.0,13.0,5.65725,104.95775,1.8795,94670.4546667,276.100083333,1.17833333333
2010-01-03 14:00:00,2010.0,1.0,3.0,14.0,5.54916666667,103.66175,1.75175,94627.96,275.850916667,1.177
2010-01-03 15:00:00,2010.0,1.0,3.0,15.0,5.55758333333,103.117333333,1.761,94606.8253333,275.18675,1.177
2010-01-03 16:00:00,2010.0,1.0,3.0,16.0,5.98716666667,103.021666667,2.26175,94599.9573333,274.824166667,1.17725
2010-01-03 17:00:00,2010.0,1.0,3.0,17.0,6.50683333333,104.067166667,2.9455,94594.1613333,274.625,1.17883333333
2010-01-03 18:00:00,2010.0,1.0,3.0,18.0,6.51841666667,103.803416667,2.96766666667,94577.0726667,274.189333333,1.18
2010-01-03 19:00:00,2010.0,1.0,3.0,19.0,6.24758333333,104.116583333,2.57025,94559.3713333,274.107416667,1.18016666667
2010-01-03 20:00:00,2010.0,1.0,3.0,20.0,6.31933333333,105.1035,2.67158333333,94554.1826667,273.988,1.181
2010-01-03 21:00:00,2010.0,1.0,3.0,21.0,6.62941666667,105.038166667,3.15125,94543.96,273.940666667,1.18125
2010-01-03 22:00:00,2010.0,1.0,3.0,22.0,6.40741666667,103.888916667,2.80583333333,94530.3786667,273.92425,1.18175
2010-01-03 23:00:00,2010.0,1.0,3.0,23.0,5.94916666667,104.049916667,2.22558333333,94523.2846667,273.955333333,1.1815
2010-01-04 00:00:00,2010.0,1.0,4.0,0.0,5.91075,104.817916667,2.17975,94502.836,273.984583333,1.181
2010-01-04 01:00:00,2010.0,1.0,4.0,1.0,6.0275,104.72625,2.31441666667,94471.4766667,274.107416667,1.18033333333
2010-01-04 02:00:00,2010.0,1.0,4.0,2.0,5.88075,106.770333333,2.14366666667,94429.8213333,274.10825,1.18033333333
2010-01-04 03:00:00,2010.0,1.0,4.0,3.0,5.80541666667,107.029833333,2.05558333333,94398.8453333,274.09175,1.18033333333
2010-01-04 04:00:00,2010.0,1.0,4.0,4.0,5.63133333333,106.882916667,1.852,94374.3526667,274.144833333,1.17991666667
2010-01-04 05:00:00,2010.0,1.0,4.0,5.0,5.86383333333,107.808416667,2.12133333333,94335.594,274.270166667,1.179
2010-01-04 06:00:00,2010.0,1.0,4.0,6.0,6.00541666667,109.55425,2.28408333333,94295.006,274.343083333,1.17808333333
2010-01-04 07:00:00,2010.0,1.0,4.0,7.0,6.1745,109.74025,2.47941666667,94259.2193333,274.40075,1.17733333333
2010-01-04 08:00:00,2010.0,1.0,4.0,8.0,6.21575,111.076083333,2.52733333333,94253.422,274.48875,1.177
2010-01-04 09:00:00,2010.0,1.0,4.0,9.0,5.51141666667,113.70975,1.70583333333,94256.2433333,274.949416667,1.176
2010-01-04 10:00:00,2010.0,1.0,4.0,10.0,5.21516666667,116.817083333,1.39125,94232.438,275.138416667,1.17558333333
2010-01-04 11:00:00,2010.0,1.0,4.0,11.0,5.57025,113.539083333,1.77158333333,94169.9506667,275.270916667,1.1745
2010-01-04 12:00:00,2010.0,1.0,4.0,12.0,5.18066666667,116.285083333,1.37558333333,94123.106,275.325416667,1.17416666667
2010-01-04 13:00:00,2010.0,1.0,4.0,13.0,4.2435,123.112666667,0.65075,94075.0366667,275.475,1.17216666667
2010-01-04 14:00:00,2010.0,1.0,4.0,14.0,2.4505,123.469166667,0.0346666666667,94045.128,274.75,1.17308333333
2010-01-04 15:00:00,2010.0,1.0,4.0,15.0,1.93516666667,129.931416667,0.000666666666667,94022.5426667,274.35875,1.17275
2010-01-04 16:00:00,2010.0,1.0,4.0,16.0,1.98208333333,143.655,0.0005,94015.7533333,274.306416667,1.173
2010-01-04 17:00:00,2010.0,1.0,4.0,17.0,1.53466666667,172.388833333,0.0,94002.1726667,274.266583333,1.17225
2010-01-04 18:00:00,2010.0,1.0,4.0,18.0,1.45166666667,224.311166667,0.0,93978.4446667,273.983083333,1.171
2010-01-04 19:00:00,2010.0,1.0,4.0,19.0,2.31758333333,258.34075,0.0189166666667,93962.8786667,273.765416667,1.16833333333
2010-01-04 20:00:00,2010.0,1.0,4.0,20.0,2.62758333333,272.109583333,0.0343333333333,93968.904,274.066,1.16466666667
2010-01-04 21:00:00,2010.0,1.0,4.0,21.0,2.76641666667,282.381166667,0.0438333333333,93970.506,274.472166667,1.16166666667
2010-01-04 22:00:00,2010.0,1.0,4.0,22.0,4.05808333333,289.894333333,0.534083333333,93974.3946667,274.820083333,1.1585
2010-01-04 23:00:00,2010.0,1.0,4.0,23.0,5.23683333333,295.005333333,1.41958333333,93981.8713333,275.172666667,1.15708333333
2010-01-05 00:00:00,2010.0,1.0,5.0,0.0,6.2425,297.798166667,2.54508333333,93999.646,275.4865,1.15591666667
2010-01-05 01:00:00,2010.0,1.0,5.0,1.0,6.80183333333,293.166166667,3.34758333333,94018.9473333,276.1685,1.15516666667
2010-01-05 02:00:00,2010.0,1.0,5.0,2.0,7.15416666667,292.583,3.90958333333,94022.4533333,276.335166667,1.15433333333
2010-01-05 03:00:00,2010.0,1.0,5.0,3.0,6.52791666667,287.261416667,2.91383333333,94028.0226667,276.521416667,1.15308333333
2010-01-05 04:00:00,2010.0,1.0,5.0,4.0,6.38766666667,282.274583333,2.71216666667,94042.2906667,276.7095,1.15275
2010-01-05 05:00:00,2010.0,1.0,5.0,5.0,5.99425,274.416,2.23375,94056.252,276.996,1.15216666667
2010-01-05 06:00:00,2010.0,1.0,5.0,6.0,5.37575,268.09,1.55725,94071.2846667,277.309916667,1.1525
2010-01-05 07:00:00,2010.0,1.0,5.0,7.0,5.77816666667,270.697833333,1.96966666667,94096.92,277.306166667,1.15175
2010-01-05 08:00:00,2010.0,1.0,5.0,8.0,5.20075,274.88475,1.35958333333,94137.738,277.556083333,1.15191666667
2010-01-05 09:00:00,2010.0,1.0,5.0,9.0,5.29225,281.950083333,1.42758333333,94168.4073333,278.200083333,1.15275
2010-01-05 10:00:00,2010.0,1.0,5.0,10.0,5.89258333333,279.387833333,2.10441666667,94184.0466667,279.062416667,1.15308333333
2010-01-05 11:00:00,2010.0,1.0,5.0,11.0,5.35966666667,264.109083333,1.51391666667,94204.0393333,279.0755,1.15533333333
