,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2010-01-01 00:00:00,2010.0,1.0,1.0,0.0,5.26341666667,22.01625,2.37233333333,100147.483333,270.013083333,1.275
2010-01-01 01:00:00,2010.0,1.0,1.0,1.0,4.57908333333,25.8769166667,1.41658333333,100184.256667,269.711416667,1.2775
2010-01-01 02:00:00,2010.0,1.0,1.0,2.0,4.03158333333,29.52625,0.843083333333,100203.638,269.501416667,1.28041666667
2010-01-01 03:00:00,2010.0,1.0,1.0,3.0,3.33633333333,33.5095,0.289916666667,100206.766,269.312416667,1.28233333333
2010-01-01 04:00:00,2010.0,1.0,1.0,4.0,2.76908333333,38.4623333333,0.0589166666667,100213.634667,268.960333333,1.285
2010-01-01 05:00:00,2010.0,1.0,1.0,5.0,2.91041666667,45.1049166667,0.0708333333333,100220.499333,268.545,1.28708333333
2010-01-01 06:00:00,2010.0,1.0,1.0,6.0,2.529,56.44325,0.0386666666667,100223.095333,268.266333333,1.28808333333
2010-01-01 07:00:00,2010.0,1.0,1.0,7.0,2.12733333333,67.93675,0.00516666666667,100213.404,268.029333333,1.289
2010-01-01 08:00:00,2010.0,1.0,1.0,8.0,1.88475,78.58975,0.00408333333333,100210.351333,268.185916667,1.28866666667
2010-01-01 09:00:00,2010.0,1.0,1.0,9.0,1.76275,102.894416667,0.0,100209.816667,269.059,1.28566666667
2010-01-01 10:00:00,2010.0,1.0,1.0,10.0,1.66391666667,108.4305,0.0,100198.374,270.25875,1.28
2010-01-01 11:00:00,2010.0,1.0,1.0,11.0,1.64741666667,114.716416667,0.0,100153.205333,271.499166667,1.27391666667
2010-01-01 12:00:00,2010.0,1.0,1.0,12.0,1.68466666667,123.872833333,0.0,100121.924,272.73225,1.26791666667
2010-01-01 13:00:00,2010.0,1.0,1.0,13.0,1.50516666667,119.903,0.0,100092.092,273.700916667,1.26291666667
2010-01-01 14:00:00,2010.0,1.0,1.0,14.0,1.45425,95.1376666667,0.0,100078.207333,274.356083333,1.25958333333
2010-01-01 15:00:00,2010.0,1.0,1.0,15.0,2.1795,71.5220833333,0.0128333333333,100055.165333,274.521916667,1.258
2010-01-01 16:00:00,2010.0,1.0,1.0,16.0,3.9135,49.2834166667,0.811833333333,100041.126,272.749833333,1.25875
2010-01-01 17:00:00,2010.0,1.0,1.0,17.0,6.2135,42.7739166667,4.23758333333,100074.466667,270.99725,1.26141666667
2010-01-01 18:00:00,2010.0,1.0,1.0,18.0,8.61433333333,34.5723333333,10.4278333333,100129.326,270.349083333,1.26541666667
2010-01-01 19:00:00,2010.0,1.0,1.0,19.0,9.34275,38.21,12.5475833333,100196.388667,269.90625,1.27183333333
2010-01-01 20:00:00,2010.0,1.0,1.0,20.0,9.28683333333,41.6926666667,12.4703333333,100245.599333,269.486583333,1.27566666667
2010-01-01 21:00:00,2010.0,1.0,1.0,21.0,9.14225,40.67125,12.08475,100263.225333,269.218166667,1.27933333333
2010-01-01 22:00:00,2010.0,1.0,1.0,22.0,8.34125,38.6544166667,9.78341666667,100298.854,268.826916667,1.28308333333
2010-01-01 23:00:00,2010.0,1.0,1.0,23.0,8.51683333333,34.0336666667,10.3161666667,100315.486667,268.602583333,1.28566666667
2010-01-02 00:00:00,2010.0,1.0,2.0,0.0,8.03008333333,34.52475,8.89383333333,100349.286667,268.283416667,1.28791666667
2010-01-02 01:00:00,2010.0,1.0,2.0,1.0,8.09841666667,34.126,9.103,100363.326,268.18475,1.28908333333
2010-01-02 02:00:00,2010.0,1.0,2.0,2.0,8.40375,32.9248333333,10.021,100374.158667,267.952,1.291
2010-01-02 03:00:00,2010.0,1.0,2.0,3.0,7.60808333333,35.542,7.6665,100374.998667,267.605333333,1.29316666667
