,Year,Month,Day,Hour,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2007-01-01 00:00:00,2007.0,1.0,1.0,0.0,9.95666666667,308.209333333,13.6966666667,99288.6086667,272.461666667,1.25275
2007-01-01 01:00:00,2007.0,1.0,1.0,1.0,9.73983333333,311.773416667,13.2613333333,99359.0306667,272.34,1.254
2007-01-01 02:00:00,2007.0,1.0,1.0,2.0,9.3175,313.554583333,12.2985833333,99428.0013333,272.277333333,1.255
2007-01-01 03:00:00,2007.0,1.0,1.0,3.0,9.14833333333,313.494083333,11.8564166667,99481.7926667,272.129666667,1.25608333333
2007-01-01 04:00:00,2007.0,1.0,1.0,4.0,9.39016666667,317.072666667,12.5406666667,99525.89,271.941166667,1.25725
2007-01-01 05:00:00,2007.0,1.0,1.0,5.0,9.81291666667,320.606,13.4335,99580.596,271.842916667,1.25816666667
2007-01-01 06:00:00,2007.0,1.0,1.0,6.0,9.33841666667,316.939083333,12.4031666667,99659.8673333,271.700583333,1.26
2007-01-01 07:00:00,2007.0,1.0,1.0,7.0,9.47925,315.825666667,12.7676666667,99725.862,271.64775,1.26141666667
2007-01-01 08:00:00,2007.0,1.0,1.0,8.0,8.73091666667,323.8405,10.6475,99785.372,272.4265,1.26108333333
2007-01-01 09:00:00,2007.0,1.0,1.0,9.0,6.51466666667,330.98325,4.63616666667,99842.2153333,273.991333333,1.25833333333
2007-01-01 10:00:00,2007.0,1.0,1.0,10.0,5.70408333333,341.774416667,3.02033333333,99855.4873333,275.35625,1.25341666667
2007-01-01 11:00:00,2007.0,1.0,1.0,11.0,4.62641666667,344.897083333,1.40766666667,99872.9593333,276.457666667,1.24883333333
2007-01-01 12:00:00,2007.0,1.0,1.0,12.0,4.11066666667,346.651083333,0.834166666667,99890.1253333,277.39275,1.24483333333
2007-01-01 13:00:00,2007.0,1.0,1.0,13.0,3.36933333333,343.943416667,0.25875,99899.5873333,278.131583333,1.24125
2007-01-01 14:00:00,2007.0,1.0,1.0,14.0,3.06125,345.274333333,0.125916666667,99908.9713333,278.589166667,1.239
2007-01-01 15:00:00,2007.0,1.0,1.0,15.0,2.5745,339.854166667,0.039,99905.0053333,278.600666667,1.238
2007-01-01 16:00:00,2007.0,1.0,1.0,16.0,2.48241666667,329.753916667,0.0315,99903.5553333,276.77075,1.238
2007-01-01 17:00:00,2007.0,1.0,1.0,17.0,2.92325,328.064166667,0.0676666666667,99920.1873333,274.442166667,1.23858333333
2007-01-01 18:00:00,2007.0,1.0,1.0,18.0,2.81575,341.598833333,0.0588333333333,99950.1706667,273.97525,1.23891666667
2007-01-01 19:00:00,2007.0,1.0,1.0,19.0,2.611,151.579666667,0.042,99974.128,273.87075,1.23958333333
2007-01-01 20:00:00,2007.0,1.0,1.0,20.0,2.83225,17.7579166667,0.0625833333333,99989.0046667,273.722166667,1.24058333333
2007-01-01 21:00:00,2007.0,1.0,1.0,21.0,2.93141666667,35.2156666667,0.0686666666667,100000.981333,273.389166667,1.24241666667
2007-01-01 22:00:00,2007.0,1.0,1.0,22.0,3.15158333333,38.8625,0.100083333333,99999.8366667,273.058833333,1.2445
2007-01-01 23:00:00,2007.0,1.0,1.0,23.0,2.77725,48.4014166667,0.05625,100016.471333,272.739333333,1.24733333333
2007-01-02 00:00:00,2007.0,1.0,2.0,0.0,2.7155,46.2973333333,0.0514166666667,100042.184,272.450833333,1.24983333333
2007-01-02 01:00:00,2007.0,1.0,2.0,1.0,2.77783333333,43.2503333333,0.0563333333333,100065.912667,272.171333333,1.25141666667
2007-01-02 02:00:00,2007.0,1.0,2.0,2.0,2.84458333333,44.5616666667,0.0621666666667,100084.986,271.92075,1.2525
2007-01-02 03:00:00,2007.0,1.0,2.0,3.0,2.80533333333,51.3816666667,0.0590833333333,100089.564,271.677166667,1.255
2007-01-02 04:00:00,2007.0,1.0,2.0,4.0,2.62416666667,55.9558333333,0.044,100097.192667,271.474416667,1.25691666667
2007-01-02 05:00:00,2007.0,1.0,2.0,5.0,2.12008333333,71.08725,0.00916666666667,100123.136,271.30375,1.25866666667
2007-01-02 06:00:00,2007.0,1.0,2.0,6.0,1.66916666667,69.8253333333,0.0,100140.988667,271.01875,1.26008333333
2007-01-02 07:00:00,2007.0,1.0,2.0,7.0,1.6405,71.5380833333,0.0,100149.913333,270.8215,1.26041666667
2007-01-02 08:00:00,2007.0,1.0,2.0,8.0,1.439,107.918333333,0.0,100147.776,271.714083333,1.25941666667
2007-01-02 09:00:00,2007.0,1.0,2.0,9.0,0.7545,122.435916667,0.0,100142.36,273.628666667,1.25941666667
2007-01-02 10:00:00,2007.0,1.0,2.0,10.0,0.889666666667,170.557916667,0.0,100119.549333,275.358416667,1.25525
2007-01-02 11:00:00,2007.0,1.0,2.0,11.0,1.82216666667,181.291833333,0.00125,100071.633333,277.08925,1.24725
2007-01-02 12:00:00,2007.0,1.0,2.0,12.0,2.31241666667,192.928333333,0.0175,100031.426667,278.423666667,1.24125
2007-01-02 13:00:00,2007.0,1.0,2.0,13.0,2.52291666667,202.818583333,0.03475,99978.5533333,279.2665,1.23691666667
2007-01-02 14:00:00,2007.0,1.0,2.0,14.0,2.858,201.032583333,0.0621666666667,99928.046,279.68325,1.23408333333
