,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2008-01-01 14:00:00,2008.0,1.0,1.0,14.0,27.5,10.45625,323.465,13.17975,95514.258,271.362916667,1.21683333333
2008-01-01 15:00:00,2008.0,1.0,1.0,15.0,27.5,9.88041666667,323.126166667,11.7713333333,95502.898,271.749583333,1.21358333333
2008-01-01 16:00:00,2008.0,1.0,1.0,16.0,27.5,9.26425,334.5965,9.99225,95476.1886667,270.630333333,1.21241666667
2008-01-01 17:00:00,2008.0,1.0,1.0,17.0,27.5,9.223,332.116083333,9.69883333333,95506.866,267.5865,1.213
2008-01-01 18:00:00,2008.0,1.0,1.0,18.0,27.5,11.11525,336.609666667,14.39225,95545.242,268.969166667,1.21341666667
2008-01-01 19:00:00,2008.0,1.0,1.0,19.0,27.5,9.495,338.573333333,10.687,95618.7113333,267.750416667,1.21583333333
2008-01-01 20:00:00,2008.0,1.0,1.0,20.0,27.5,9.18066666667,345.505,9.78758333333,95643.3546667,267.219916667,1.21916666667
2008-01-01 21:00:00,2008.0,1.0,1.0,21.0,27.5,9.17641666667,341.490083333,9.80125,95667.92,265.911916667,1.22158333333
2008-01-01 22:00:00,2008.0,1.0,1.0,22.0,27.5,8.48766666667,336.334833333,7.797,95686.31,265.762583333,1.22208333333
2008-01-01 23:00:00,2008.0,1.0,1.0,23.0,27.5,7.634,337.583,5.65925,95712.4026667,264.823166667,1.22591666667
2008-01-02 00:00:00,2008.0,1.0,2.0,0.0,27.5,7.9995,333.853333333,6.57583333333,95732.3946667,265.002833333,1.22708333333
2008-01-02 01:00:00,2008.0,1.0,2.0,1.0,27.5,7.52033333333,327.483583333,5.46783333333,95781.1466667,265.11775,1.23008333333
2008-01-02 02:00:00,2008.0,1.0,2.0,2.0,27.5,6.84883333333,333.51125,4.07008333333,95829.8253333,264.549166667,1.23275
2008-01-02 03:00:00,2008.0,1.0,2.0,3.0,27.5,6.48133333333,335.389166667,3.4245,95844.9346667,263.858166667,1.23508333333
2008-01-02 04:00:00,2008.0,1.0,2.0,4.0,27.5,5.54058333333,320.9225,2.05425,95855.0786667,263.241666667,1.23808333333
2008-01-02 05:00:00,2008.0,1.0,2.0,5.0,27.5,5.13558333333,308.359833333,1.55425,95875.68,263.084833333,1.2405
2008-01-02 06:00:00,2008.0,1.0,2.0,6.0,27.5,4.58375,307.584583333,1.06241666667,95907.416,262.084333333,1.24325
2008-01-02 07:00:00,2008.0,1.0,2.0,7.0,27.5,3.31083333333,316.28025,0.2485,95925.498,261.352916667,1.24525
2008-01-02 08:00:00,2008.0,1.0,2.0,8.0,27.5,1.6025,320.6705,0.0025,95917.1086667,261.377833333,1.24683333333
2008-01-02 09:00:00,2008.0,1.0,2.0,9.0,27.5,0.87775,193.08125,0.0,95911.7666667,263.703416667,1.2485
2008-01-02 10:00:00,2008.0,1.0,2.0,10.0,27.5,1.5785,175.076666667,0.0,95885.2906667,265.762166667,1.24525
2008-01-02 11:00:00,2008.0,1.0,2.0,11.0,27.5,3.00891666667,170.04625,0.141583333333,95819.2186667,267.65475,1.2365
2008-01-02 12:00:00,2008.0,1.0,2.0,12.0,27.5,4.64133333333,174.597583333,1.12658333333,95742.0073333,269.30975,1.229
2008-01-02 13:00:00,2008.0,1.0,2.0,13.0,27.5,5.81783333333,173.831083333,2.38691666667,95658.462,270.445666667,1.22308333333
2008-01-02 14:00:00,2008.0,1.0,2.0,14.0,27.5,6.76433333333,171.5405,3.8725,95566.6766667,271.127583333,1.21858333333
2008-01-02 15:00:00,2008.0,1.0,2.0,15.0,27.5,7.49625,168.138333333,5.30691666667,95459.6326667,271.26775,1.21541666667
2008-01-02 16:00:00,2008.0,1.0,2.0,16.0,27.5,8.0505,159.790333333,6.64616666667,95337.9393333,270.213416667,1.21425
2008-01-02 17:00:00,2008.0,1.0,2.0,17.0,27.5,10.9099166667,155.530583333,14.05375,95255.92,268.32325,1.21641666667
2008-01-02 18:00:00,2008.0,1.0,2.0,18.0,27.5,11.731,158.674333333,15.4836666667,95217.6973333,267.899833333,1.21916666667
2008-01-02 19:00:00,2008.0,1.0,2.0,19.0,27.5,12.1450833333,161.013583333,15.6788333333,95163.6033333,267.648583333,1.221
2008-01-02 20:00:00,2008.0,1.0,2.0,20.0,27.5,12.6915,164.627666667,15.9081666667,95077.464,267.46475,1.221
2008-01-02 21:00:00,2008.0,1.0,2.0,21.0,27.5,12.49775,165.335,15.8415,94966.6806667,267.043583333,1.222
2008-01-02 22:00:00,2008.0,1.0,2.0,22.0,27.5,12.24275,164.577833333,15.7253333333,94853.0,266.631333333,1.222
2008-01-02 23:00:00,2008.0,1.0,2.0,23.0,27.5,12.4574166667,166.694166667,15.8045,94726.3493333,266.366833333,1.22141666667
2008-01-03 00:00:00,2008.0,1.0,3.0,0.0,27.5,13.1018333333,166.402416667,15.9426666667,94619.3046667,266.351583333,1.22
2008-01-03 01:00:00,2008.0,1.0,3.0,1.0,27.5,12.4275833333,165.375083333,15.80275,94524.696,266.0135,1.22025
2008-01-03 02:00:00,2008.0,1.0,3.0,2.0,27.5,12.5515,167.477333333,15.8613333333,94434.8193333,265.972333333,1.21891666667
2008-01-03 03:00:00,2008.0,1.0,3.0,3.0,27.5,12.1938333333,167.50075,15.69575,94351.58,265.87675,1.21741666667
2008-01-03 04:00:00,2008.0,1.0,3.0,4.0,27.5,12.4599166667,170.146666667,15.8038333333,94245.6033333,265.79425,1.21516666667
2008-01-03 05:00:00,2008.0,1.0,3.0,5.0,27.5,12.98775,173.088,15.9315,94163.6613333,266.044416667,1.212
2008-01-03 06:00:00,2008.0,1.0,3.0,6.0,27.5,13.3891666667,174.883833333,15.96225,94092.7833333,266.37775,1.20908333333
2008-01-03 07:00:00,2008.0,1.0,3.0,7.0,27.5,13.469,176.37075,15.9663333333,94020.4546667,266.523916667,1.20608333333
2008-01-03 08:00:00,2008.0,1.0,3.0,8.0,27.5,13.4913333333,179.716666667,15.9538333333,93931.7226667,267.356333333,1.20291666667
2008-01-03 09:00:00,2008.0,1.0,3.0,9.0,27.5,10.6864166667,188.127,13.2405833333,93902.7313333,270.035833333,1.19725
2008-01-03 10:00:00,2008.0,1.0,3.0,10.0,27.5,7.741,193.749666667,5.781,93866.1086667,272.2875,1.19058333333
2008-01-03 11:00:00,2008.0,1.0,3.0,11.0,27.5,8.009,196.171416667,6.33758333333,93785.0046667,274.264666667,1.18208333333
2008-01-03 12:00:00,2008.0,1.0,3.0,12.0,27.5,7.49241666667,197.88175,5.10591666667,93707.108,275.9115,1.17433333333
2008-01-03 13:00:00,2008.0,1.0,3.0,13.0,27.5,6.63533333333,201.76725,3.4625,93661.1006667,277.142166667,1.1685
2008-01-03 14:00:00,2008.0,1.0,3.0,14.0,27.5,6.30925,201.061333333,2.90308333333,93625.548,278.116416667,1.16325
2008-01-03 15:00:00,2008.0,1.0,3.0,15.0,27.5,6.184,196.691583333,2.74433333333,93596.6286667,278.312666667,1.15975
2008-01-03 16:00:00,2008.0,1.0,3.0,16.0,27.5,6.89,193.962833333,3.88325,93560.0093333,274.590583333,1.15808333333
2008-01-03 17:00:00,2008.0,1.0,3.0,17.0,27.5,7.75858333333,199.394333333,5.61158333333,93558.2553333,271.552416667,1.1565
2008-01-03 18:00:00,2008.0,1.0,3.0,18.0,27.5,8.0105,207.429,6.20416666667,93549.6313333,270.82525,1.15641666667
2008-01-03 19:00:00,2008.0,1.0,3.0,19.0,27.5,6.90166666667,210.26025,3.90408333333,93531.7026667,270.549916667,1.15808333333
2008-01-03 20:00:00,2008.0,1.0,3.0,20.0,27.5,5.79841666667,220.631166667,2.2385,93477.6846667,270.354,1.15966666667
2008-01-03 21:00:00,2008.0,1.0,3.0,21.0,27.5,4.39425,233.665,0.805083333333,93434.8066667,269.822333333,1.163
2008-01-03 22:00:00,2008.0,1.0,3.0,22.0,27.5,3.51525,245.554666667,0.267416666667,93418.4026667,268.9995,1.17091666667
2008-01-03 23:00:00,2008.0,1.0,3.0,23.0,27.5,2.67066666667,248.487666667,0.04125,93378.1193333,268.400666667,1.1735
2008-01-04 00:00:00,2008.0,1.0,4.0,0.0,27.5,2.39691666667,251.505416667,0.0199166666667,93340.6566667,267.997833333,1.17491666667
2008-01-04 01:00:00,2008.0,1.0,4.0,1.0,27.5,2.74016666667,269.07575,0.0469166666667,93308.6133333,267.231583333,1.17616666667
2008-01-04 02:00:00,2008.0,1.0,4.0,2.0,27.5,2.20066666667,272.878583333,0.0095,93284.3513333,266.6875,1.177
2008-01-04 03:00:00,2008.0,1.0,4.0,3.0,27.5,2.12016666667,265.588416667,0.0045,93236.6646667,266.37625,1.1775
2008-01-04 04:00:00,2008.0,1.0,4.0,4.0,27.5,2.678,266.3765,0.04225,93186.6913333,266.3785,1.17683333333
2008-01-04 05:00:00,2008.0,1.0,4.0,5.0,27.5,3.1145,267.704833333,0.103083333333,93170.516,265.900666667,1.17766666667
2008-01-04 06:00:00,2008.0,1.0,4.0,6.0,27.5,3.44316666667,265.35625,0.256666666667,93161.2833333,265.6775,1.17883333333
2008-01-04 07:00:00,2008.0,1.0,4.0,7.0,27.5,3.88225,272.343083333,0.46425,93137.7866667,265.46675,1.17933333333
2008-01-04 08:00:00,2008.0,1.0,4.0,8.0,27.5,2.92583333333,266.081083333,0.0718333333333,93090.0246667,266.199833333,1.17466666667
2008-01-04 09:00:00,2008.0,1.0,4.0,9.0,27.5,3.02275,279.13425,0.0843333333333,93082.3966667,268.778583333,1.17675
2008-01-04 10:00:00,2008.0,1.0,4.0,10.0,27.5,2.62391666667,275.925583333,0.0379166666667,93069.4246667,271.760333333,1.1755
2008-01-04 11:00:00,2008.0,1.0,4.0,11.0,27.5,1.95825,262.108416667,0.00175,93041.956,274.715916667,1.1685
2008-01-04 12:00:00,2008.0,1.0,4.0,12.0,27.5,1.68,250.59625,0.0,92993.5853333,277.531916667,1.15675
2008-01-04 13:00:00,2008.0,1.0,4.0,13.0,27.5,1.64325,272.40775,0.0,92964.8193333,279.543583333,1.1485
2008-01-04 14:00:00,2008.0,1.0,4.0,14.0,27.5,1.51175,306.50975,0.0,92957.7246667,280.503,1.14416666667
2008-01-04 15:00:00,2008.0,1.0,4.0,15.0,27.5,1.09808333333,240.446,0.0,92922.1693333,280.44,1.14166666667
2008-01-04 16:00:00,2008.0,1.0,4.0,16.0,27.5,1.85841666667,236.7695,0.0,92902.0273333,276.869583333,1.14183333333
2008-01-04 17:00:00,2008.0,1.0,4.0,17.0,27.5,2.73583333333,235.085166667,0.0445833333333,92891.6526667,273.6435,1.14158333333
2008-01-04 18:00:00,2008.0,1.0,4.0,18.0,27.5,3.19175,240.419416667,0.13875,92887.2286667,273.66475,1.13883333333
2008-01-04 19:00:00,2008.0,1.0,4.0,19.0,27.5,4.52116666667,250.354,0.87525,92887.6086667,273.552833333,1.13875
2008-01-04 20:00:00,2008.0,1.0,4.0,20.0,27.5,5.30758333333,257.733333333,1.78633333333,92851.5973333,273.529666667,1.13691666667
2008-01-04 21:00:00,2008.0,1.0,4.0,21.0,27.5,8.00925,257.800833333,6.0915,92826.2666667,273.427916667,1.13725
2008-01-04 22:00:00,2008.0,1.0,4.0,22.0,27.5,8.02058333333,263.220833333,6.08691666667,92788.272,273.245833333,1.13166666667
2008-01-04 23:00:00,2008.0,1.0,4.0,23.0,27.5,8.03566666667,267.009666667,6.12125,92757.9806667,272.402083333,1.13133333333
2008-01-05 00:00:00,2008.0,1.0,5.0,0.0,27.5,7.89766666667,264.352083333,5.81416666667,92714.418,273.493,1.12991666667
2008-01-05 01:00:00,2008.0,1.0,5.0,1.0,27.5,6.79275,256.432166667,3.64016666667,92678.8626667,272.849,1.12916666667
2008-01-05 02:00:00,2008.0,1.0,5.0,2.0,27.5,6.11908333333,243.226583333,2.5945,92665.892,272.025583333,1.13383333333
2008-01-05 03:00:00,2008.0,1.0,5.0,3.0,27.5,6.13533333333,241.816666667,2.61041666667,92629.5,271.713416667,1.13566666667
2008-01-05 04:00:00,2008.0,1.0,5.0,4.0,27.5,5.55983333333,230.30525,1.90708333333,92568.388,271.535083333,1.13508333333
2008-01-05 05:00:00,2008.0,1.0,5.0,5.0,27.5,7.5235,212.515916667,5.08291666667,92512.076,271.83875,1.13266666667
2008-01-05 06:00:00,2008.0,1.0,5.0,6.0,27.5,9.05583333333,205.474416667,8.79466666667,92471.566,270.682333333,1.1315
2008-01-05 07:00:00,2008.0,1.0,5.0,7.0,27.5,7.19725,194.84575,4.63675,92443.108,270.7565,1.13775
2008-01-05 08:00:00,2008.0,1.0,5.0,8.0,27.5,7.70491666667,191.729833333,5.53125,92372.6853333,271.559083333,1.13758333333
2008-01-05 09:00:00,2008.0,1.0,5.0,9.0,27.5,7.05708333333,185.20375,4.3545,92323.4753333,275.965,1.14283333333
2008-01-05 10:00:00,2008.0,1.0,5.0,10.0,27.5,5.29683333333,182.116583333,1.60875,92296.8466667,277.981583333,1.14466666667
2008-01-05 11:00:00,2008.0,1.0,5.0,11.0,27.5,4.38241666667,194.062916667,0.7565,92239.5473333,280.679,1.13525
2008-01-05 12:00:00,2008.0,1.0,5.0,12.0,27.5,5.04366666667,197.254,1.31841666667,92183.4686667,282.90825,1.126
2008-01-05 13:00:00,2008.0,1.0,5.0,13.0,27.5,4.97766666667,180.07225,1.24775,92114.0386667,284.729916667,1.11758333333
2008-01-05 14:00:00,2008.0,1.0,5.0,14.0,27.5,5.20775,175.241416667,1.45008333333,92088.634,285.231833333,1.11475
2008-01-05 15:00:00,2008.0,1.0,5.0,15.0,27.5,6.83983333333,171.623666667,3.82916666667,92047.7373333,285.008333333,1.11266666667
2008-01-05 16:00:00,2008.0,1.0,5.0,16.0,27.5,10.0873333333,171.190166667,11.3965,92002.57,283.00275,1.10925
2008-01-05 17:00:00,2008.0,1.0,5.0,17.0,27.5,11.7288333333,173.826166667,15.0355833333,92007.604,280.896583333,1.1085
2008-01-05 18:00:00,2008.0,1.0,5.0,18.0,27.5,11.6023333333,186.731583333,14.8365,92029.0433333,279.768916667,1.10775
2008-01-05 19:00:00,2008.0,1.0,5.0,19.0,27.5,11.1806666667,218.54125,14.13775,92033.3966667,278.846333333,1.10333333333
2008-01-05 20:00:00,2008.0,1.0,5.0,20.0,27.5,8.71933333333,264.74375,7.79608333333,92077.8793333,275.699,1.11308333333
2008-01-05 21:00:00,2008.0,1.0,5.0,21.0,27.5,7.78833333333,292.316416667,5.50491666667,92111.066,276.0515,1.12141666667
2008-01-05 22:00:00,2008.0,1.0,5.0,22.0,27.5,8.68191666667,298.871166667,7.74366666667,92170.6553333,276.933083333,1.12533333333
2008-01-05 23:00:00,2008.0,1.0,5.0,23.0,27.5,10.48225,303.400416667,12.6519166667,92215.1373333,276.48125,1.12291666667
2008-01-06 00:00:00,2008.0,1.0,6.0,0.0,27.5,11.0615,311.34,14.0608333333,92280.7493333,276.76125,1.12483333333
2008-01-06 01:00:00,2008.0,1.0,6.0,1.0,27.5,11.0585833333,313.047,14.05875,92322.5593333,277.080666667,1.12516666667
2008-01-06 02:00:00,2008.0,1.0,6.0,2.0,27.5,10.7193333333,310.988833333,13.40925,92380.47,277.567,1.13141666667
2008-01-06 03:00:00,2008.0,1.0,6.0,3.0,27.5,10.955,306.136583333,13.8844166667,92420.4486667,277.017583333,1.13608333333
2008-01-06 04:00:00,2008.0,1.0,6.0,4.0,27.5,11.1675833333,311.083083333,14.3085833333,92448.2966667,275.569583333,1.13941666667
2008-01-06 05:00:00,2008.0,1.0,6.0,5.0,27.5,10.8414166667,315.321416667,13.7944166667,92487.512,274.709666667,1.142
2008-01-06 06:00:00,2008.0,1.0,6.0,6.0,27.5,11.0740833333,317.155916667,14.1840833333,92537.41,273.929916667,1.1445
2008-01-06 07:00:00,2008.0,1.0,6.0,7.0,27.5,10.76025,321.008416667,13.56125,92581.4333333,273.057583333,1.146
2008-01-06 08:00:00,2008.0,1.0,6.0,8.0,27.5,10.0239166667,324.233083333,11.6399166667,92604.5506667,273.559,1.14658333333
2008-01-06 09:00:00,2008.0,1.0,6.0,9.0,27.5,7.73216666667,326.195,5.589,92635.6033333,276.252583333,1.14966666667
2008-01-06 10:00:00,2008.0,1.0,6.0,10.0,27.5,4.76983333333,324.3815,1.22691666667,92658.188,278.557333333,1.14766666667
2008-01-06 11:00:00,2008.0,1.0,6.0,11.0,27.5,3.32583333333,325.39525,0.230666666667,92653.5326667,280.1995,1.14233333333
2008-01-06 12:00:00,2008.0,1.0,6.0,12.0,27.5,1.75425,321.723166667,0.0,92661.4686667,281.4185,1.13741666667
2008-01-06 13:00:00,2008.0,1.0,6.0,13.0,27.5,0.801333333333,322.76625,0.0,92652.5406667,282.379666667,1.13333333333
2008-01-06 14:00:00,2008.0,1.0,6.0,14.0,27.5,0.540916666667,154.90325,0.0,92638.6533333,283.005,1.13058333333
2008-01-06 15:00:00,2008.0,1.0,6.0,15.0,27.5,0.188833333333,72.1355833333,0.0,92612.8666667,283.199916667,1.129
2008-01-06 16:00:00,2008.0,1.0,6.0,16.0,27.5,1.69366666667,74.2168333333,0.00325,92575.48,281.205583333,1.12908333333
2008-01-06 17:00:00,2008.0,1.0,6.0,17.0,27.5,2.894,98.863,0.0589166666667,92598.8266667,278.543833333,1.13275
2008-01-06 18:00:00,2008.0,1.0,6.0,18.0,27.5,3.43208333333,122.83425,0.191166666667,92637.3546667,277.453833333,1.13691666667
2008-01-06 19:00:00,2008.0,1.0,6.0,19.0,27.5,4.02616666667,122.666916667,0.519916666667,92647.3513333,276.7165,1.139
2008-01-06 20:00:00,2008.0,1.0,6.0,20.0,27.5,5.04808333333,140.272583333,1.34308333333,92622.938,276.218333333,1.14158333333
2008-01-06 21:00:00,2008.0,1.0,6.0,21.0,27.5,4.00766666667,144.22125,0.523916666667,92596.3113333,275.317,1.14358333333
2008-01-06 22:00:00,2008.0,1.0,6.0,22.0,27.5,2.79933333333,129.100333333,0.0496666666667,92557.8566667,274.579,1.1465
2008-01-06 23:00:00,2008.0,1.0,6.0,23.0,27.5,2.48975,132.928,0.02925,92507.2733333,274.322,1.14683333333
2008-01-07 00:00:00,2008.0,1.0,7.0,0.0,27.5,1.50808333333,145.714,0.0,92503.304,274.108833333,1.15108333333
2008-01-07 01:00:00,2008.0,1.0,7.0,1.0,27.5,1.06025,129.410583333,0.0,92480.1866667,273.5795,1.15208333333
2008-01-07 02:00:00,2008.0,1.0,7.0,2.0,27.5,1.36241666667,164.092583333,0.000166666666667,92469.278,272.218416667,1.15366666667
2008-01-07 03:00:00,2008.0,1.0,7.0,3.0,27.5,1.8505,277.815583333,0.00158333333333,92434.0273333,271.738916667,1.1535
2008-01-07 04:00:00,2008.0,1.0,7.0,4.0,27.5,3.45833333333,298.827583333,0.228,92417.626,270.28175,1.15775
2008-01-07 05:00:00,2008.0,1.0,7.0,5.0,27.5,4.8255,307.972666667,1.1795,92455.7746667,269.813083333,1.16566666667
2008-01-07 06:00:00,2008.0,1.0,7.0,6.0,27.5,5.994,318.85425,2.49525,92490.108,269.952583333,1.16566666667
2008-01-07 07:00:00,2008.0,1.0,7.0,7.0,27.5,6.10616666667,325.3645,2.64783333333,92516.4286667,269.622916667,1.16616666667
2008-01-07 08:00:00,2008.0,1.0,7.0,8.0,27.5,5.24658333333,327.199666667,1.62325,92535.1973333,270.002166667,1.16491666667
2008-01-07 09:00:00,2008.0,1.0,7.0,9.0,27.5,5.20333333333,313.56325,1.52341666667,92583.9513333,272.033166667,1.16733333333
2008-01-07 10:00:00,2008.0,1.0,7.0,10.0,27.5,4.62075,298.084583333,0.983666666667,92654.6766667,274.885083333,1.16333333333
2008-01-07 11:00:00,2008.0,1.0,7.0,11.0,27.5,4.59108333333,301.280916667,0.945583333333,92675.5833333,277.557416667,1.15383333333
2008-01-07 12:00:00,2008.0,1.0,7.0,12.0,27.5,5.03958333333,314.420083333,1.35633333333,92678.5566667,279.736083333,1.14525
2008-01-07 13:00:00,2008.0,1.0,7.0,13.0,27.5,5.82708333333,324.4285,2.21491666667,92702.3606667,281.542166667,1.13808333333
2008-01-07 14:00:00,2008.0,1.0,7.0,14.0,27.5,5.7005,328.027416667,2.04283333333,92736.314,282.397,1.13491666667
2008-01-07 15:00:00,2008.0,1.0,7.0,15.0,27.5,6.04341666667,323.1385,2.48816666667,92741.5026667,282.1585,1.13408333333
2008-01-07 16:00:00,2008.0,1.0,7.0,16.0,27.5,6.65275,316.310916667,3.394,92764.392,279.338083333,1.13575
2008-01-07 17:00:00,2008.0,1.0,7.0,17.0,27.5,9.232,317.249333333,9.39075,92842.06,275.655916667,1.13866666667
2008-01-07 18:00:00,2008.0,1.0,7.0,18.0,27.5,9.38666666667,324.549583333,9.812,92909.2793333,274.38075,1.14258333333
2008-01-07 19:00:00,2008.0,1.0,7.0,19.0,27.5,8.79541666667,337.037416667,8.14533333333,92960.0153333,275.347666667,1.14633333333
2008-01-07 20:00:00,2008.0,1.0,7.0,20.0,27.5,8.81391666667,342.879083333,8.20166666667,92974.436,275.305916667,1.15041666667
2008-01-07 21:00:00,2008.0,1.0,7.0,21.0,27.5,8.50183333333,325.674916667,7.41466666667,92944.9093333,274.924666667,1.15216666667
2008-01-07 22:00:00,2008.0,1.0,7.0,22.0,27.5,7.13433333333,348.97575,4.31891666667,93001.14,274.810833333,1.15541666667
2008-01-07 23:00:00,2008.0,1.0,7.0,23.0,27.5,7.08841666667,328.517916667,4.24783333333,93069.576,275.05475,1.15925
2008-01-08 00:00:00,2008.0,1.0,8.0,0.0,27.5,7.61475,332.772083333,5.28358333333,93081.4786667,274.405166667,1.16141666667
2008-01-08 01:00:00,2008.0,1.0,8.0,1.0,27.5,7.69208333333,328.39525,5.50233333333,93109.8606667,274.477333333,1.16416666667
2008-01-08 02:00:00,2008.0,1.0,8.0,2.0,27.5,7.95991666667,331.92475,6.13666666667,93125.4253333,274.096583333,1.16575
2008-01-08 03:00:00,2008.0,1.0,8.0,3.0,27.5,7.72216666667,331.755166667,5.57583333333,93202.7906667,273.944416667,1.16875
2008-01-08 04:00:00,2008.0,1.0,8.0,4.0,27.5,7.74641666667,328.33475,5.64308333333,93277.3333333,273.538416667,1.17041666667
2008-01-08 05:00:00,2008.0,1.0,8.0,5.0,27.5,8.13491666667,324.72375,6.58866666667,93367.5146667,273.214583333,1.17266666667
2008-01-08 06:00:00,2008.0,1.0,8.0,6.0,27.5,8.30191666667,319.034166667,7.00275,93459.5273333,272.882916667,1.17483333333
2008-01-08 07:00:00,2008.0,1.0,8.0,7.0,27.5,8.90066666667,318.613416667,8.65616666667,93547.7253333,272.586083333,1.17666666667
2008-01-08 08:00:00,2008.0,1.0,8.0,8.0,27.5,9.30725,317.7855,9.86091666667,93614.868,272.633916667,1.1785
2008-01-08 09:00:00,2008.0,1.0,8.0,9.0,27.5,7.98625,324.2565,6.34458333333,93685.5186667,274.485083333,1.17725
2008-01-08 10:00:00,2008.0,1.0,8.0,10.0,27.5,6.78083333333,322.433416667,3.7395,93742.282,276.017833333,1.17358333333
2008-01-08 11:00:00,2008.0,1.0,8.0,11.0,27.5,5.9425,320.66525,2.43283333333,93746.0173333,277.456,1.16808333333
2008-01-08 12:00:00,2008.0,1.0,8.0,12.0,27.5,5.22641666667,315.93925,1.58775,93731.3713333,278.658916667,1.16316666667
2008-01-08 13:00:00,2008.0,1.0,8.0,13.0,27.5,4.99183333333,307.46225,1.3155,93711.3033333,279.531416667,1.15925
2008-01-08 14:00:00,2008.0,1.0,8.0,14.0,27.5,4.73675,291.71825,1.08083333333,93700.1646667,280.0245,1.15666666667
2008-01-08 15:00:00,2008.0,1.0,8.0,15.0,27.5,4.67616666667,276.075416667,1.02433333333,93689.2546667,280.086,1.15533333333
2008-01-08 16:00:00,2008.0,1.0,8.0,16.0,27.5,4.70741666667,264.034583333,1.05083333333,93656.2166667,278.411333333,1.15416666667
2008-01-08 17:00:00,2008.0,1.0,8.0,17.0,27.5,5.98391666667,260.33475,2.62283333333,93660.6413333,275.25175,1.154
2008-01-08 18:00:00,2008.0,1.0,8.0,18.0,27.5,5.13716666667,276.225166667,1.53008333333,93673.154,274.157,1.1555
2008-01-08 19:00:00,2008.0,1.0,8.0,19.0,27.5,4.0295,248.759666667,0.534083333333,93676.8926667,273.01075,1.15825
2008-01-08 20:00:00,2008.0,1.0,8.0,20.0,27.5,5.57216666667,217.722666667,2.01116666667,93657.8193333,272.454416667,1.15891666667
2008-01-08 21:00:00,2008.0,1.0,8.0,21.0,27.5,7.95716666667,202.444333333,6.23733333333,93617.8393333,273.06125,1.15891666667
2008-01-08 22:00:00,2008.0,1.0,8.0,22.0,27.5,10.9123333333,198.046583333,13.5288333333,93577.02,272.872,1.15933333333
2008-01-08 23:00:00,2008.0,1.0,8.0,23.0,27.5,11.9839166667,204.401416667,15.4219166667,93529.7926667,272.90475,1.16025
2008-01-09 00:00:00,2008.0,1.0,9.0,0.0,27.5,10.9670833333,209.707833333,14.0974166667,93474.2506667,271.917666667,1.16166666667
2008-01-09 01:00:00,2008.0,1.0,9.0,1.0,27.5,11.1988333333,207.063333333,14.4701666667,93429.844,272.16625,1.16108333333
2008-01-09 02:00:00,2008.0,1.0,9.0,2.0,27.5,11.9080833333,194.721583333,15.3541666667,93381.8553333,272.55475,1.16208333333
2008-01-09 03:00:00,2008.0,1.0,9.0,3.0,27.5,12.71675,187.968,15.8436666667,93322.0386667,271.62125,1.16541666667
2008-01-09 04:00:00,2008.0,1.0,9.0,4.0,27.5,12.2053333333,181.702333333,15.61975,93236.74,272.082416667,1.16466666667
