,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2010-01-01 00:00:00,2010.0,1.0,1.0,0.0,27.5,3.25133333333,177.78025,0.158666666667,93141.5673333,266.247083333,1.19041666667
2010-01-01 01:00:00,2010.0,1.0,1.0,1.0,27.5,1.51433333333,177.999166667,0.00316666666667,93145.1486667,265.757833333,1.193
2010-01-01 02:00:00,2010.0,1.0,1.0,2.0,27.5,1.69808333333,138.268833333,0.0,93154.1546667,265.229833333,1.19966666667
2010-01-01 03:00:00,2010.0,1.0,1.0,3.0,27.5,2.45141666667,142.493,0.0255,93147.2106667,264.849083333,1.20016666667
2010-01-01 04:00:00,2010.0,1.0,1.0,4.0,27.5,3.68041666667,137.633,0.436,93117.4586667,264.462583333,1.20191666667
2010-01-01 05:00:00,2010.0,1.0,1.0,5.0,27.5,4.04308333333,153.654666667,0.795416666667,93160.7913333,264.2225,1.20508333333
2010-01-01 06:00:00,2010.0,1.0,1.0,6.0,27.5,2.3175,148.499333333,0.0441666666667,93164.072,263.770166667,1.207
2010-01-01 07:00:00,2010.0,1.0,1.0,7.0,27.5,2.29958333333,108.5945,0.01425,93191.0786667,263.2115,1.21133333333
2010-01-01 08:00:00,2010.0,1.0,1.0,8.0,27.5,3.24591666667,92.3254166667,0.2305,93245.7846667,262.86325,1.21541666667
2010-01-01 09:00:00,2010.0,1.0,1.0,9.0,27.5,4.25358333333,78.6609166667,0.722,93322.5373333,263.643583333,1.21883333333
2010-01-01 10:00:00,2010.0,1.0,1.0,10.0,27.5,3.93375,67.9990833333,0.51775,93410.5846667,264.302333333,1.21975
2010-01-01 11:00:00,2010.0,1.0,1.0,11.0,27.5,4.0255,67.7544166667,0.56775,93469.4093333,265.249416667,1.21725
2010-01-01 12:00:00,2010.0,1.0,1.0,12.0,27.5,3.94341666667,66.5890833333,0.519416666667,93511.6786667,266.217333333,1.21383333333
2010-01-01 13:00:00,2010.0,1.0,1.0,13.0,27.5,4.13358333333,59.6254166667,0.629166666667,93558.0646667,266.602166667,1.213
2010-01-01 14:00:00,2010.0,1.0,1.0,14.0,27.5,4.25608333333,55.6838333333,0.71475,93591.332,266.760583333,1.21283333333
2010-01-01 15:00:00,2010.0,1.0,1.0,15.0,27.5,4.13058333333,61.1530833333,0.623916666667,93597.2073333,266.638583333,1.21291666667
2010-01-01 16:00:00,2010.0,1.0,1.0,16.0,27.5,3.836,63.8775,0.458333333333,93577.9033333,266.2625,1.2125
2010-01-01 17:00:00,2010.0,1.0,1.0,17.0,27.5,4.34841666667,75.15125,0.79525,93602.7786667,265.050416667,1.21475
2010-01-01 18:00:00,2010.0,1.0,1.0,18.0,27.5,4.11916666667,85.7955833333,0.620083333333,93655.954,264.648,1.217
2010-01-01 19:00:00,2010.0,1.0,1.0,19.0,27.5,4.37016666667,107.234833333,0.822416666667,93681.2086667,264.173333333,1.21875
2010-01-01 20:00:00,2010.0,1.0,1.0,20.0,27.5,4.492,100.460583333,0.93275,93668.7713333,263.632333333,1.22083333333
2010-01-01 21:00:00,2010.0,1.0,1.0,21.0,27.5,5.07483333333,116.542333333,1.47675,93662.8206667,263.429,1.22266666667
2010-01-01 22:00:00,2010.0,1.0,1.0,22.0,27.5,5.44916666667,133.197,1.89825,93679.5293333,263.234916667,1.22466666667
2010-01-01 23:00:00,2010.0,1.0,1.0,23.0,27.5,5.55191666667,137.784916667,2.03683333333,93660.6086667,263.104,1.22525
2010-01-02 00:00:00,2010.0,1.0,2.0,0.0,27.5,6.2655,138.54625,3.04033333333,93635.5066667,262.736083333,1.22691666667
2010-01-02 01:00:00,2010.0,1.0,2.0,1.0,27.5,6.23608333333,137.765416667,2.96441666667,93603.538,262.434166667,1.22808333333
2010-01-02 02:00:00,2010.0,1.0,2.0,2.0,27.5,6.40383333333,143.562583333,3.23858333333,93577.0633333,262.455833333,1.22941666667
2010-01-02 03:00:00,2010.0,1.0,2.0,3.0,27.5,6.14283333333,150.286833333,2.83525,93528.3093333,262.200583333,1.23
2010-01-02 04:00:00,2010.0,1.0,2.0,4.0,27.5,6.56358333333,151.07025,3.53075,93447.6653333,262.065833333,1.23
2010-01-02 05:00:00,2010.0,1.0,2.0,5.0,27.5,6.72608333333,152.503083333,3.83166666667,93385.7893333,261.947,1.22958333333
2010-01-02 06:00:00,2010.0,1.0,2.0,6.0,27.5,6.71375,155.6415,3.804,93347.184,262.16275,1.22825
2010-01-02 07:00:00,2010.0,1.0,2.0,7.0,27.5,7.16333333333,159.375916667,4.63441666667,93301.1006667,262.256416667,1.22725
2010-01-02 08:00:00,2010.0,1.0,2.0,8.0,27.5,7.45616666667,160.5775,5.22791666667,93239.0706667,262.413166667,1.226
2010-01-02 09:00:00,2010.0,1.0,2.0,9.0,27.5,7.43383333333,160.7435,5.16175,93199.0926667,262.984333333,1.22375
2010-01-02 10:00:00,2010.0,1.0,2.0,10.0,27.5,7.02925,161.747666667,4.36008333333,93162.928,263.846666667,1.22008333333
2010-01-02 11:00:00,2010.0,1.0,2.0,11.0,27.5,6.545,162.513333333,3.45383333333,93092.66,264.88525,1.215
2010-01-02 12:00:00,2010.0,1.0,2.0,12.0,27.5,6.64733333333,163.968416667,3.61625,93014.152,266.00675,1.20908333333
2010-01-02 13:00:00,2010.0,1.0,2.0,13.0,27.5,6.84608333333,164.656166667,3.965,92945.562,266.910416667,1.20391666667
2010-01-02 14:00:00,2010.0,1.0,2.0,14.0,27.5,6.74158333333,163.372333333,3.75941666667,92907.0326667,267.521083333,1.2
2010-01-02 15:00:00,2010.0,1.0,2.0,15.0,27.5,6.42375,164.469,3.2375,92869.1886667,267.8055,1.19725
2010-01-02 16:00:00,2010.0,1.0,2.0,16.0,27.5,6.11225,158.244,2.7195,92831.2706667,267.697416667,1.19608333333
2010-01-02 17:00:00,2010.0,1.0,2.0,17.0,27.5,6.399,142.149416667,3.16375,92817.9186667,266.94725,1.19725
2010-01-02 18:00:00,2010.0,1.0,2.0,18.0,27.5,6.4945,135.750666667,3.30358333333,92859.1186667,266.5385,1.19958333333
2010-01-02 19:00:00,2010.0,1.0,2.0,19.0,27.5,6.55458333333,140.402166667,3.41991666667,92885.898,266.153333333,1.20141666667
2010-01-02 20:00:00,2010.0,1.0,2.0,20.0,27.5,7.04816666667,148.643833333,4.33008333333,92880.4793333,265.445083333,1.202
2010-01-02 21:00:00,2010.0,1.0,2.0,21.0,27.5,7.03016666667,150.339,4.30133333333,92894.5186667,264.974416667,1.20325
2010-01-02 22:00:00,2010.0,1.0,2.0,22.0,27.5,7.42141666667,151.811416667,5.07383333333,92917.2566667,264.596,1.20483333333
2010-01-02 23:00:00,2010.0,1.0,2.0,23.0,27.5,7.62425,156.894583333,5.53675,92918.4026667,264.212666667,1.20641666667
2010-01-03 00:00:00,2010.0,1.0,3.0,0.0,27.5,7.04941666667,163.5595,4.354,92940.602,263.702916667,1.20791666667
2010-01-03 01:00:00,2010.0,1.0,3.0,1.0,27.5,6.26525,168.10525,2.98841666667,92976.308,263.13525,1.209
2010-01-03 02:00:00,2010.0,1.0,3.0,2.0,27.5,4.92583333333,174.013916667,1.37908333333,93018.0413333,262.50775,1.21066666667
