,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2007-01-01 00:00:00,2007.0,1.0,1.0,0.0,27.5,13.1405,323.194,15.93925,93911.6466667,264.855583333,1.19741666667
2007-01-01 01:00:00,2007.0,1.0,1.0,1.0,27.5,13.15575,326.803583333,15.9401666667,93956.5886667,265.706416667,1.19633333333
2007-01-01 02:00:00,2007.0,1.0,1.0,2.0,27.5,12.625,327.182666667,15.8183333333,94000.1533333,265.69925,1.196
2007-01-01 03:00:00,2007.0,1.0,1.0,3.0,27.5,11.5543333333,328.260583333,15.16675,94025.2546667,264.807583333,1.19658333333
2007-01-01 04:00:00,2007.0,1.0,1.0,4.0,27.5,10.3053333333,327.378666667,12.77875,94037.4626667,264.56275,1.19841666667
2007-01-01 05:00:00,2007.0,1.0,1.0,5.0,27.5,8.92575,322.828333333,8.89291666667,94088.6546667,264.271333333,1.19925
2007-01-01 06:00:00,2007.0,1.0,1.0,6.0,27.5,8.239,320.882083333,7.00158333333,94130.392,264.67875,1.19966666667
2007-01-01 07:00:00,2007.0,1.0,1.0,7.0,27.5,7.60483333333,316.804666667,5.47425,94170.9026667,264.66925,1.20158333333
2007-01-01 08:00:00,2007.0,1.0,1.0,8.0,27.5,6.95383333333,316.270333333,4.15608333333,94190.436,264.671666667,1.20191666667
2007-01-01 09:00:00,2007.0,1.0,1.0,9.0,27.5,5.6945,311.769083333,2.18875,94230.11,265.8045,1.20183333333
2007-01-01 10:00:00,2007.0,1.0,1.0,10.0,27.5,4.62916666667,306.347666667,1.0375,94259.8653333,267.017916667,1.20133333333
2007-01-01 11:00:00,2007.0,1.0,1.0,11.0,27.5,3.66616666667,300.822166667,0.35675,94268.4086667,268.4085,1.20166666667
2007-01-01 12:00:00,2007.0,1.0,1.0,12.0,27.5,2.95541666667,294.729583333,0.077,94270.24,269.324833333,1.2025
2007-01-01 13:00:00,2007.0,1.0,1.0,13.0,27.5,2.34725,274.044666667,0.0175833333333,94281.9113333,269.872083333,1.20383333333
