,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2009-01-01 00:00:00,2009.0,1.0,1.0,0.0,27.5,11.0353333333,183.840416667,14.2800833333,92990.7613333,268.93425,1.18666666667
2009-01-01 01:00:00,2009.0,1.0,1.0,1.0,27.5,10.0851666667,188.320916667,12.13675,92932.7013333,268.413,1.18591666667
2009-01-01 02:00:00,2009.0,1.0,1.0,2.0,27.5,11.0314166667,199.73975,14.29225,92870.826,268.532416667,1.18316666667
2009-01-01 03:00:00,2009.0,1.0,1.0,3.0,27.5,10.65075,214.585,13.2546666667,92823.1373333,268.008583333,1.18091666667
2009-01-01 04:00:00,2009.0,1.0,1.0,4.0,27.5,9.56258333333,237.309583333,10.5720833333,92776.2173333,266.9685,1.17658333333
2009-01-01 05:00:00,2009.0,1.0,1.0,5.0,27.5,7.88533333333,261.503666667,6.11641666667,92723.496,267.815916667,1.16408333333
2009-01-01 06:00:00,2009.0,1.0,1.0,6.0,27.5,6.1795,277.45525,2.79241666667,92712.2053333,268.32975,1.15691666667
2009-01-01 07:00:00,2009.0,1.0,1.0,7.0,27.5,8.76083333333,329.03175,8.37783333333,92787.0493333,267.61625,1.1645
2009-01-01 08:00:00,2009.0,1.0,1.0,8.0,27.5,9.30466666667,238.946833333,9.78383333333,92842.6726667,268.246666667,1.16766666667
2009-01-01 09:00:00,2009.0,1.0,1.0,9.0,27.5,7.71608333333,210.612166667,5.61258333333,92943.764,272.01575,1.17316666667
2009-01-01 10:00:00,2009.0,1.0,1.0,10.0,27.5,6.60408333333,125.017416667,3.595,93039.516,274.16175,1.16975
2009-01-01 11:00:00,2009.0,1.0,1.0,11.0,27.5,6.53916666667,10.0448333333,3.54191666667,93057.524,275.931,1.16541666667
2009-01-01 12:00:00,2009.0,1.0,1.0,12.0,27.5,5.40558333333,154.729,1.79458333333,93101.7746667,277.047666667,1.1615
2009-01-01 13:00:00,2009.0,1.0,1.0,13.0,27.5,4.4585,62.8140833333,0.969666666667,93127.7906667,278.03425,1.1575
2009-01-01 14:00:00,2009.0,1.0,1.0,14.0,27.5,3.80225,9.966,0.418083333333,93126.646,278.370666667,1.1555
2009-01-01 15:00:00,2009.0,1.0,1.0,15.0,27.5,3.18641666667,14.4253333333,0.12325,93118.6333333,278.086,1.155
2009-01-01 16:00:00,2009.0,1.0,1.0,16.0,27.5,1.28141666667,36.61875,0.0,93109.0966667,274.8925,1.155
2009-01-01 17:00:00,2009.0,1.0,1.0,17.0,27.5,2.25866666667,143.207083333,0.0156666666667,93116.0386667,272.12475,1.15575
2009-01-01 18:00:00,2009.0,1.0,1.0,18.0,27.5,3.34416666667,175.73325,0.167583333333,93131.986,271.62775,1.156
2009-01-01 19:00:00,2009.0,1.0,1.0,19.0,27.5,4.10433333333,181.077833333,0.596333333333,93110.47,271.32725,1.15608333333
2009-01-01 20:00:00,2009.0,1.0,1.0,20.0,27.5,5.625,182.016666667,2.02833333333,93069.0406667,271.511666667,1.15675
2009-01-01 21:00:00,2009.0,1.0,1.0,21.0,27.5,6.6915,178.386083333,3.63058333333,93028.2226667,271.683333333,1.15766666667
2009-01-01 22:00:00,2009.0,1.0,1.0,22.0,27.5,8.8275,187.717833333,8.437,93007.774,271.493083333,1.161
2009-01-01 23:00:00,2009.0,1.0,1.0,23.0,27.5,10.6725,194.621166667,13.3416666667,92974.434,271.620333333,1.16166666667
2009-01-02 00:00:00,2009.0,1.0,2.0,0.0,27.5,11.9541666667,196.065,15.48725,92939.184,272.135833333,1.16283333333
2009-01-02 01:00:00,2009.0,1.0,2.0,1.0,27.5,12.4910833333,202.746,15.7439166667,92892.414,272.092583333,1.16258333333
2009-01-02 02:00:00,2009.0,1.0,2.0,2.0,27.5,12.2993333333,209.586416667,15.6569166667,92874.9426667,271.801583333,1.16158333333
2009-01-02 03:00:00,2009.0,1.0,2.0,3.0,27.5,12.6921666667,213.215333333,15.8346666667,92856.1,271.544416667,1.16233333333
2009-01-02 04:00:00,2009.0,1.0,2.0,4.0,27.5,11.5240833333,214.448416667,14.9759166667,92825.5026667,270.014416667,1.16425
2009-01-02 05:00:00,2009.0,1.0,2.0,5.0,27.5,11.434,215.77425,14.7835833333,92802.0806667,270.794083333,1.16391666667
2009-01-02 06:00:00,2009.0,1.0,2.0,6.0,27.5,11.2711666667,220.192083333,14.5999166667,92780.0313333,270.729583333,1.16283333333
2009-01-02 07:00:00,2009.0,1.0,2.0,7.0,27.5,11.2754166667,234.714083333,14.5770833333,92759.6606667,270.252416667,1.15725
2009-01-02 08:00:00,2009.0,1.0,2.0,8.0,27.5,9.70716666667,252.459416667,10.7744166667,92722.43,270.714833333,1.15333333333
2009-01-02 09:00:00,2009.0,1.0,2.0,9.0,27.5,5.98083333333,261.560333333,2.78291666667,92701.904,274.046083333,1.14983333333
2009-01-02 10:00:00,2009.0,1.0,2.0,10.0,27.5,4.10233333333,249.869333333,0.765916666667,92698.5446667,276.224833333,1.15508333333
2009-01-02 11:00:00,2009.0,1.0,2.0,11.0,27.5,2.33725,187.980583333,0.09975,92614.6213333,278.718416667,1.14191666667
2009-01-02 12:00:00,2009.0,1.0,2.0,12.0,27.5,1.62408333333,158.77375,0.00466666666667,92549.08,281.278666667,1.13608333333
2009-01-02 13:00:00,2009.0,1.0,2.0,13.0,27.5,3.28475,160.112416667,0.153166666667,92499.7926667,282.423416667,1.13125
2009-01-02 14:00:00,2009.0,1.0,2.0,14.0,27.5,4.53666666667,176.834833333,0.90225,92471.2593333,282.100416667,1.13216666667
2009-01-02 15:00:00,2009.0,1.0,2.0,15.0,27.5,5.15691666667,162.6315,1.57175,92410.7573333,281.101666667,1.13191666667
2009-01-02 16:00:00,2009.0,1.0,2.0,16.0,27.5,8.41833333333,163.017,7.30625,92333.468,277.03625,1.13066666667
2009-01-02 17:00:00,2009.0,1.0,2.0,17.0,27.5,11.246,168.499,14.1484166667,92296.3873333,275.122833333,1.13
2009-01-02 18:00:00,2009.0,1.0,2.0,18.0,27.5,13.15375,172.713333333,15.9063333333,92265.1066667,276.382,1.12991666667
2009-01-02 19:00:00,2009.0,1.0,2.0,19.0,27.5,13.4156666667,173.32475,15.9408333333,92245.652,275.414,1.13058333333
2009-01-02 20:00:00,2009.0,1.0,2.0,20.0,27.5,12.8985,175.431916667,15.8681666667,92195.3713333,274.7515,1.13416666667
2009-01-02 21:00:00,2009.0,1.0,2.0,21.0,27.5,12.3200833333,179.328083333,15.63025,92144.8633333,272.341833333,1.13916666667
2009-01-02 22:00:00,2009.0,1.0,2.0,22.0,27.5,12.28725,181.431666667,15.6204166667,92113.202,272.136666667,1.14208333333
2009-01-02 23:00:00,2009.0,1.0,2.0,23.0,27.5,11.7475,183.679666667,15.2535833333,92071.6193333,271.53175,1.14483333333
2009-01-03 00:00:00,2009.0,1.0,3.0,0.0,27.5,11.9145833333,187.780416667,15.4259166667,92015.77,272.283333333,1.14483333333
2009-01-03 01:00:00,2009.0,1.0,3.0,1.0,27.5,10.4988333333,184.924166667,12.8815833333,91990.5166667,271.822416667,1.14591666667
2009-01-03 02:00:00,2009.0,1.0,3.0,2.0,27.5,9.32,183.7495,9.64441666667,91964.042,271.019333333,1.14741666667
2009-01-03 03:00:00,2009.0,1.0,3.0,3.0,27.5,7.89583333333,176.693,5.8935,91915.8206667,271.071833333,1.14775
2009-01-03 04:00:00,2009.0,1.0,3.0,4.0,27.5,7.18933333333,170.196583333,4.41541666667,91878.8186667,270.6565,1.14791666667
