,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2008-01-01 00:00:00,2008.0,1.0,1.0,0.0,27.5,12.081,299.425666667,15.507,93540.2146667,269.048666667,1.18983333333
2008-01-01 01:00:00,2008.0,1.0,1.0,1.0,27.5,13.7950833333,312.695666667,15.98475,93647.0273333,269.072666667,1.19358333333
2008-01-01 02:00:00,2008.0,1.0,1.0,2.0,27.5,13.1506666667,317.03425,15.9395833333,93768.5666667,268.640833333,1.19733333333
2008-01-01 03:00:00,2008.0,1.0,1.0,3.0,27.5,12.3001666667,320.581666667,15.0770833333,93851.118,267.82725,1.20058333333
2008-01-01 04:00:00,2008.0,1.0,1.0,4.0,27.5,12.1835,313.822416667,15.6010833333,93904.4506667,267.268083333,1.20408333333
2008-01-01 05:00:00,2008.0,1.0,1.0,5.0,27.5,13.2325833333,307.385083333,15.8633333333,93986.3213333,267.118833333,1.20666666667
2008-01-01 06:00:00,2008.0,1.0,1.0,6.0,27.5,12.3358333333,311.630833333,15.70225,94069.4073333,266.830916667,1.20941666667
2008-01-01 07:00:00,2008.0,1.0,1.0,7.0,27.5,9.10116666667,307.532666667,9.50283333333,94135.1706667,265.601833333,1.21183333333
2008-01-01 08:00:00,2008.0,1.0,1.0,8.0,27.5,11.10275,303.641083333,14.3378333333,94187.664,265.76725,1.21391666667
2008-01-01 09:00:00,2008.0,1.0,1.0,9.0,27.5,9.16433333333,307.506,9.71891666667,94265.1833333,267.4255,1.216
2008-01-01 10:00:00,2008.0,1.0,1.0,10.0,27.5,10.3899166667,314.953166667,12.7146666667,94309.738,268.776666667,1.2125
2008-01-01 11:00:00,2008.0,1.0,1.0,11.0,27.5,12.0761666667,321.922083333,15.6276666667,94334.2253333,270.064583333,1.20791666667
2008-01-01 12:00:00,2008.0,1.0,1.0,12.0,27.5,11.4654166667,321.86675,15.0556666667,94324.5326667,270.9895,1.20416666667
2008-01-01 13:00:00,2008.0,1.0,1.0,13.0,27.5,11.6800833333,319.110916667,15.2378333333,94358.57,272.053666667,1.19958333333
2008-01-01 14:00:00,2008.0,1.0,1.0,14.0,27.5,13.26825,321.440916667,15.9394166667,94330.728,272.61625,1.19625
2008-01-01 15:00:00,2008.0,1.0,1.0,15.0,27.5,12.7903333333,320.5975,15.8550833333,94362.226,272.663833333,1.195
2008-01-01 16:00:00,2008.0,1.0,1.0,16.0,27.5,11.2203333333,324.187666667,14.5865833333,94343.4593333,271.695916667,1.19525
2008-01-01 17:00:00,2008.0,1.0,1.0,17.0,27.5,11.3775,329.343166667,14.786,94338.194,269.1335,1.19625
2008-01-01 18:00:00,2008.0,1.0,1.0,18.0,27.5,11.1063333333,327.092916667,14.4915833333,94391.374,267.989083333,1.19741666667
2008-01-01 19:00:00,2008.0,1.0,1.0,19.0,27.5,9.01225,330.968333333,9.17566666667,94456.2966667,266.9405,1.20108333333
2008-01-01 20:00:00,2008.0,1.0,1.0,20.0,27.5,8.37583333333,334.927833333,7.50491666667,94474.2373333,266.43575,1.2025
2008-01-01 21:00:00,2008.0,1.0,1.0,21.0,27.5,7.37958333333,320.902333333,4.97558333333,94478.8146667,266.681333333,1.20541666667
2008-01-01 22:00:00,2008.0,1.0,1.0,22.0,27.5,5.92925,325.632166667,2.622,94529.1733333,265.63275,1.20958333333
2008-01-01 23:00:00,2008.0,1.0,1.0,23.0,27.5,3.50333333333,335.289416667,0.323083333333,94569.908,265.156416667,1.21466666667
2008-01-02 00:00:00,2008.0,1.0,2.0,0.0,27.5,3.50616666667,321.859583333,0.27675,94603.478,264.65725,1.21616666667
2008-01-02 01:00:00,2008.0,1.0,2.0,1.0,27.5,4.03791666667,337.206916667,0.591666666667,94637.1986667,264.2135,1.21658333333
2008-01-02 02:00:00,2008.0,1.0,2.0,2.0,27.5,3.2095,338.625416667,0.127,94662.9893333,263.780583333,1.21958333333
