,Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),power (MW),surface air pressure (Pa),air temperature at 2m (K),density at hub height (kg/m^3)
2009-01-01 00:00:00,2009.0,1.0,1.0,0.0,27.5,10.1939166667,205.1045,12.2670833333,91787.3853333,269.32675,1.16433333333
2009-01-01 01:00:00,2009.0,1.0,1.0,1.0,27.5,9.41158333333,221.72075,10.0225,91747.9406667,268.055,1.162
2009-01-01 02:00:00,2009.0,1.0,1.0,2.0,27.5,7.66575,246.813416667,5.43466666667,91713.6853333,268.232833333,1.15625
2009-01-01 03:00:00,2009.0,1.0,1.0,3.0,27.5,6.35258333333,271.902916667,2.97391666667,91677.0626667,268.67975,1.14916666667
2009-01-01 04:00:00,2009.0,1.0,1.0,4.0,27.5,7.107,292.61775,4.28333333333,91619.6126667,268.679416667,1.137
2009-01-01 05:00:00,2009.0,1.0,1.0,5.0,27.5,9.47425,326.436083333,9.86133333333,91574.3673333,268.614416667,1.13516666667
2009-01-01 06:00:00,2009.0,1.0,1.0,6.0,27.5,11.3635,308.07875,13.629,91611.0713333,271.748083333,1.13
2009-01-01 07:00:00,2009.0,1.0,1.0,7.0,27.5,12.1325833333,347.074,13.049,91654.022,271.175166667,1.13841666667
2009-01-01 08:00:00,2009.0,1.0,1.0,8.0,27.5,11.3418333333,121.628333333,13.7008333333,91737.5673333,270.6845,1.15191666667
2009-01-01 09:00:00,2009.0,1.0,1.0,9.0,27.5,9.94325,4.86558333333,11.3430833333,91877.338,272.479166667,1.1575
2009-01-01 10:00:00,2009.0,1.0,1.0,10.0,27.5,7.79966666667,7.631,5.79566666667,91954.316,274.522583333,1.156
2009-01-01 11:00:00,2009.0,1.0,1.0,11.0,27.5,6.26808333333,6.15108333333,2.91925,92000.02,275.758166667,1.153
2009-01-01 12:00:00,2009.0,1.0,1.0,12.0,27.5,6.16625,12.97375,2.70716666667,92006.6626667,276.762166667,1.14925
2009-01-01 13:00:00,2009.0,1.0,1.0,13.0,27.5,4.71908333333,15.1751666667,1.05175,92026.4233333,277.4755,1.14633333333
2009-01-01 14:00:00,2009.0,1.0,1.0,14.0,27.5,3.606,22.25225,0.297583333333,92018.1066667,277.839083333,1.14433333333
2009-01-01 15:00:00,2009.0,1.0,1.0,15.0,27.5,1.88683333333,73.90775,0.03825,92003.7646667,277.7295,1.143
2009-01-01 16:00:00,2009.0,1.0,1.0,16.0,27.5,2.14816666667,146.747083333,0.0135833333333,91976.2213333,274.896,1.143
2009-01-01 17:00:00,2009.0,1.0,1.0,17.0,27.5,3.08775,185.839416667,0.0724166666667,91994.0766667,272.180083333,1.14191666667
2009-01-01 18:00:00,2009.0,1.0,1.0,18.0,27.5,3.00066666667,176.35425,0.0649166666667,91981.4093333,271.6675,1.14175
2009-01-01 19:00:00,2009.0,1.0,1.0,19.0,27.5,4.12325,172.884416667,0.6735,91962.948,271.288833333,1.14183333333
2009-01-01 20:00:00,2009.0,1.0,1.0,20.0,27.5,6.254,179.681083333,2.855,91910.8373333,271.854666667,1.14258333333
2009-01-01 21:00:00,2009.0,1.0,1.0,21.0,27.5,9.80741666667,193.1715,10.965,91862.2366667,272.606833333,1.14458333333
2009-01-01 22:00:00,2009.0,1.0,1.0,22.0,27.5,11.8095833333,199.347666667,15.2396666667,91833.5513333,272.677166667,1.14508333333
