power,wind_speed
0.0,1
0.0,2
0.0,3
0.0029,4
0.019,5
0.043,6
0.072,7
0.104,8
0.134,9
0.161,10
0.183,11
0.199,12
0.21,13
0.218,14
0.223,15
0.227,16
0.228,17
0.226,18
0.226,19
0.226,20
0.224,21
0.226,22
0.228,23
0.23,24
0.23,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
