power,wind_speed
0.0,1
0.0,2
0.0,3
0.0017,4
0.0048,5
0.0096,6
0.0158,7
0.0251,8
0.0363,9
0.0479,10
0.055,11
0.055,12
0.055,13
0.055,14
0.055,15
0.055,16
0.055,17
0.055,18
0.055,19
0.055,20
0.055,21
0.055,22
0.055,23
0.055,24
0.055,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
