power,wind_speed
0.0,1
0.0,2
4e-05,3
0.0001,4
0.00016,5
0.00024,6
0.00035,7
0.00049,8
0.00069,9
0.00099,10
0.00139,11
0.00199,12
0.0024,13
0.0029,14
0.00282,15
0.00229,16
0.00183,17
0.00147,18
0.00115,19
0.00098,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
