power,wind_speed
0.0,1
0.0,2
0.025,3
0.082,4
0.174,5
0.321,6
0.532,7
0.815,8
1.18,9
1.58,10
1.89,11
2.1,12
2.25,13
2.35,14
2.35,15
2.35,16
2.35,17
2.35,18
2.35,19
2.35,20
2.35,21
2.35,22
2.35,23
2.35,24
2.35,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
