power,wind_speed
0.0,1
0.0,2
0.0,3
0.023,4
0.048,5
0.08,6
0.123,7
0.177,8
0.247,9
0.341,10
0.431,11
0.497,12
0.551,13
0.583,14
0.603,15
0.609,16
0.608,17
0.595,18
0.577,19
0.549,20
0.525,21
0.512,22
0.497,23
0.478,24
0.46,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
