power,wind_speed
0.0,1
0.0,2
0.0,3
0.000172,4
0.000485,5
0.00102,6
0.001733,7
0.002674,8
0.003546,9
0.004428,10
0.005164,11
0.005626,12
0.00596,13
0.006026,14
0.006059,15
0.006099,16
0.006136,17
0.0061,18
0.005952,19
0.005988,20
0.0058,21
0.0058,22
0.0058,23
0.0058,24
0.0058,25
0.0058,26
0.0058,27
0.0058,28
0.0058,29
0.0058,30
