power,wind_speed
0.0,1
0.0,2
3e-05,3
0.00028,4
0.00085,5
0.0018,6
0.0029,7
0.0043,8
0.006,9
0.0077,10
0.0095,11
0.0112,12
0.012,13
0.012,14
0.012,15
0.012,16
0.012,17
0.012,18
0.012,19
0.012,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
