power,wind_speed
0.0,1
0.0,2
0.0,3
2.5e-05,4
5e-05,5
8e-05,6
0.00013,7
0.00019,8
0.00027,9
0.00039,10
0.00051,11
0.00064,12
0.00065,13
0.00064,14
0.00063,15
0.00062,16
0.00061,17
0.00061,18
0.00061,19
0.00061,20
0.00061,21
0.00061,22
0.00061,23
0.00061,24
0.00061,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
