power,wind_speed
0.0,1
0.0,2
0.0,3
0.002,4
0.0058,5
0.0143,6
0.0253,7
0.0338,8
0.0413,9
0.0465,10
0.0509,11
0.0529,12
0.0535,13
0.0517,14
0.0497,15
0.0476,16
0.046,17
0.045,18
0.045,19
0.045,20
0.045,21
0.045,22
0.045,23
0.045,24
0.045,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
