power,wind_speed
0.0,1
0.0,2
0.0,3
5e-05,4
0.0001,5
0.00017,6
0.00024,7
0.00031,8
0.00036,9
0.00042,10
0.00049,11
0.00057,12
0.00063,13
0.000662,14
0.0007,15
0.0007,16
0.0007,17
0.0007,18
0.0007,19
0.0007,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
