power,wind_speed
0.0,1
0.0,2
0.0213,3
0.0849,4
0.1973,5
0.3638,6
0.5949,7
0.9008,8
1.2744,9
1.633,10
1.863,11
1.9604,12
1.9904,13
1.9979,14
1.9996,15
1.9999,16
2.0,17
2.0,18
2.0,19
2.0,20
2.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
