power,wind_speed
0.0,1
0.0,2
0.0,3
0.113,4
0.296,5
0.523,6
0.827,7
1.159,8
1.594,9
2.135,10
2.788,11
3.285,12
3.485,13
3.564,14
3.6,15
3.6,16
3.6,17
3.6,18
3.6,19
3.6,20
3.6,21
3.6,22
3.6,23
3.6,24
3.6,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
