power,wind_speed
0.0,1
0.0,2
0.0,3
0.03,4
0.19,5
0.526,6
0.921,7
1.462,8
2.149,9
2.895,10
3.816,11
4.605,12
4.927,13
5.0,14
5.0,15
5.0,16
5.0,17
5.0,18
5.0,19
5.0,20
5.0,21
5.0,22
5.0,23
5.0,24
5.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
