power,wind_speed
0.0,1
0.0,2
0.0,3
0.061,4
0.157,5
0.283,6
0.452,7
0.669,8
0.9,9
1.207,10
1.463,11
1.676,12
1.845,13
1.932,14
1.989,15
2.0,16
2.0,17
2.0,18
2.0,19
2.0,20
2.0,21
2.0,22
2.0,23
2.0,24
2.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
