power,wind_speed
0.0,1
0.0,2
0.005,3
0.01,4
0.02,5
0.035,6
0.055,7
0.082,8
0.116,9
0.157,10
0.2,11
0.2,12
0.2,13
0.2,14
0.2,15
0.2,16
0.2,17
0.2,18
0.2,19
0.2,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
