power,wind_speed
0.0,1
0.0,2
0.0,3
4.5e-05,4
0.00011,5
0.00022,6
0.00036,7
0.00046,8
0.0006,9
0.00073,10
0.00087,11
0.00102,12
0.00115,13
0.00128,14
0.00137,15
0.0014,16
0.0014,17
0.0014,18
0.00138,19
0.00135,20
0.0013,21
0.00125,22
0.00121,23
0.00118,24
0.00116,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
