power,wind_speed
0.0,1
0.0,2
0.0,3
0.0023,4
0.012,5
0.0228,6
0.0375,7
0.0519,8
0.0617,9
0.0715,10
0.0774,11
0.0823,12
0.0842,13
0.0854,14
0.0856,15
0.0842,16
0.0854,17
0.0858,18
0.085,19
0.085,20
0.085,21
0.085,22
0.085,23
0.085,24
0.085,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
