power,wind_speed
0.0,1
0.0,2
0.0,3
0.0,4
0.032,5
0.1038,6
0.198,7
0.3121,8
0.4378,9
0.5617,10
0.6813,11
0.8011,12
0.8922,13
0.9569,14
0.994,15
1.01,16
1.0114,17
1.0058,18
0.9966,19
0.9839,20
0.9734,21
0.9663,22
0.9624,23
0.9584,24
0.9545,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
