power,wind_speed
0.0,1
0.0,2
0.005,3
0.0137,4
0.03,5
0.055,6
0.092,7
0.138,8
0.196,9
0.25,10
0.292,11
0.32,12
0.335,13
0.335,14
0.335,15
0.335,16
0.335,17
0.335,18
0.335,19
0.335,20
0.335,21
0.335,22
0.335,23
0.335,24
0.335,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
