power,wind_speed
0.0,1
0.0,2
0.0,3
0.0001,4
0.00021,5
0.00036,6
0.00057,7
0.00085,8
0.0012,9
0.0016,10
0.0019,11
0.0022,12
0.0024,13
0.0025,14
0.0026,15
0.00265,16
0.0027,17
0.0027,18
0.0027,19
0.0027,20
0.0027,21
0.0027,22
0.0027,23
0.0027,24
0.0027,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
