power,wind_speed
0.0,1
0.0,2
0.007,3
0.043,4
0.095,5
0.168,6
0.269,7
0.399,8
0.56,9
0.731,10
0.859,11
0.929,12
0.969,13
0.99,14
1.0,15
1.0,16
1.0,17
1.0,18
1.0,19
1.0,20
1.0,21
1.0,22
1.0,23
1.0,24
1.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
