power,wind_speed
0.0,1
0.0,2
0.055,3
0.175,4
0.41,5
0.76,6
1.25,7
1.9,8
2.7,9
3.75,10
4.85,11
5.75,12
6.5,13
7.0,14
7.35,15
7.5,16
7.5,17
7.5,18
7.5,19
7.5,20
7.5,21
7.5,22
7.5,23
7.5,24
7.5,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
