power,wind_speed
0.0,1
0.0,2
0.0,3
2e-05,4
0.00016,5
0.00042,6
0.00076,7
0.00119,8
0.00167,9
0.00218,10
0.00255,11
0.00273,12
0.00282,13
0.00287,14
0.00291,15
0.00295,16
0.00297,17
0.00296,18
0.00296,19
0.0,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
