power,wind_speed
0.0,1
0.0,2
0.0,3
1.52e-05,4
0.000404,5
0.000768,6
0.001295,7
0.001896,8
0.002472,9
0.002907,10
0.003129,11
0.003127,12
0.003003,13
0.002651,14
0.0023,15
0.00195,16
0.0016,17
0.00125,18
0.0009,19
0.00055,20
0.0002,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
