power,wind_speed
0.0,1
0.0,2
0.0,3
0.024,4
0.064,5
0.111,6
0.197,7
0.314,8
0.454,9
0.582,10
0.686,11
0.783,12
0.891,13
0.966,14
1.01,15
1.037,16
1.03,17
1.035,18
1.032,19
1.009,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
