power,wind_speed
0.0,1
0.0,2
0.0,3
0.0021,4
0.0051,5
0.0096,6
0.0158,7
0.0242,8
0.0327,9
0.0478,10
0.0549,11
0.0586,12
0.0587,13
0.058,14
0.0575,15
0.057,16
0.0565,17
0.0557,18
0.055,19
0.054,20
0.052,21
0.05,22
0.048,23
0.046,24
0.044,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
