power,wind_speed
0,0
0,1
0,2
0.0104,3
0.0846,4
0.2062,5
0.3818,6
0.6254,7
0.9462,8
1.3386,9
1.7108,10
1.9282,11
1.9884,12
1.9988,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
0,26
0,27
0,28
0,29
0,30
