power,wind_speed
0.0,1
0.0,2
0.0,3
0.00018,4
0.0004,5
0.00072,6
0.0011,7
0.00165,8
0.0021,9
0.00256,10
0.0028,11
0.00294,12
0.00311,13
0.0032,14
0.0032,15
0.00314,16
0.00308,17
0.00302,18
0.00298,19
0.00294,20
0.00289,21
0.00284,22
0.00279,23
0.00274,24
0.00269,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
