power,wind_speed
0.0,1
0.0,2
0.0,3
0.035,4
0.089,5
0.148,6
0.275,7
0.446,8
0.621,9
0.811,10
0.99,11
1.127,12
1.198,13
1.25,14
1.25,15
1.25,16
1.25,17
1.25,18
1.25,19
1.25,20
1.25,21
1.25,22
1.25,23
1.25,24
1.25,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
