power,wind_speed
0.0,1
0.0,2
0.0,3
0.011834,4
0.042604,5
0.087574,6
0.151479,7
0.23432,8
0.336095,9
0.466272,10
0.624852,11
0.726627,12
0.747929,13
0.750296,14
0.747929,15
0.752663,16
0.752663,17
0.750296,18
0.752663,19
0.750296,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
